,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
267,Either Ellen or Jimmy is a groom,Ellen is a groom,0.458,0.354,0.188,entailment,Jimmy is a groom,0.615,0.234,0.151,entailment,0.314,Either Jimmy or Ellen is a groom,Ellen is a groom,0.401,0.402,0.197,neutral,Jimmy is a groom,0.436,0.353,0.211,entailment,0.098,0.115,0.357,0.472
268,Either Abigail or Scott is a poet,Abigail is a poet,0.672,0.289,0.039,entailment,Scott is a poet,0.727,0.191,0.083,entailment,0.196,Either Scott or Abigail is a poet,Abigail is a poet,0.739,0.223,0.039,entailment,Scott is a poet,0.701,0.222,0.077,entailment,0.077,0.133,0.062,0.195
269,Either Carrie or Chan is a physician,Carrie is a physician,0.491,0.423,0.086,entailment,Chan is a physician,0.530,0.381,0.090,entailment,0.085,Either Chan or Carrie is a physician,Carrie is a physician,0.588,0.340,0.072,entailment,Chan is a physician,0.580,0.330,0.090,entailment,0.035,0.194,0.101,0.295
270,Either Sharon or Kevin is an assistant,Sharon is an assistant,0.781,0.108,0.111,entailment,Kevin is an assistant,0.718,0.132,0.150,entailment,0.125,Either Kevin or Sharon is an assistant,Sharon is an assistant,0.674,0.152,0.174,entailment,Kevin is an assistant,0.597,0.207,0.196,entailment,0.155,0.213,0.243,0.455
271,Either Carly or Paul is a pharmacist,Carly is a pharmacist,0.592,0.319,0.089,entailment,Paul is a pharmacist,0.651,0.251,0.098,entailment,0.137,Either Paul or Carly is a pharmacist,Carly is a pharmacist,0.552,0.375,0.073,entailment,Paul is a pharmacist,0.552,0.327,0.121,entailment,0.097,0.112,0.199,0.310
272,Either Paula or Silas is an aeronautical engineer,Paula is an aeronautical engineer,0.337,0.548,0.115,neutral,Silas is an aeronautical engineer,0.370,0.555,0.075,neutral,0.081,Either Silas or Paula is an aeronautical engineer,Paula is an aeronautical engineer,0.526,0.398,0.076,entailment,Silas is an aeronautical engineer,0.501,0.428,0.071,entailment,0.060,0.378,0.262,0.640
273,Either Priya or Manuel is a lawyer,Priya is a lawyer,0.630,0.298,0.072,entailment,Manuel is a lawyer,0.830,0.113,0.056,entailment,0.400,Either Manuel or Priya is a lawyer,Priya is a lawyer,0.655,0.244,0.101,entailment,Manuel is a lawyer,0.864,0.094,0.042,entailment,0.417,0.108,0.067,0.175
274,Either Carla or Sudeep is a guard,Carla is a guard,0.759,0.190,0.051,entailment,Sudeep is a guard,0.844,0.122,0.034,entailment,0.170,Either Sudeep or Carla is a guard,Carla is a guard,0.845,0.109,0.045,entailment,Sudeep is a guard,0.858,0.101,0.041,entailment,0.025,0.173,0.042,0.215
275,Either Cynthia or Rajeev is an administrator,Cynthia is an administrator,0.588,0.301,0.111,entailment,Rajeev is an administrator,0.811,0.123,0.066,entailment,0.446,Either Rajeev or Cynthia is an administrator,Cynthia is an administrator,0.552,0.374,0.074,entailment,Rajeev is an administrator,0.742,0.188,0.070,entailment,0.380,0.146,0.138,0.284
276,Either Paula or Sam is an entrepreneur,Paula is an entrepreneur,0.464,0.365,0.170,entailment,Sam is an entrepreneur,0.396,0.424,0.180,neutral,0.137,Either Sam or Paula is an entrepreneur,Paula is an entrepreneur,0.466,0.378,0.156,entailment,Sam is an entrepreneur,0.424,0.416,0.160,entailment,0.084,0.029,0.056,0.085
277,Either Megan or Jose is a surgeon,Megan is a surgeon,0.369,0.483,0.148,neutral,Jose is a surgeon,0.745,0.168,0.087,entailment,0.753,Either Jose or Megan is a surgeon,Megan is a surgeon,0.531,0.328,0.141,entailment,Jose is a surgeon,0.553,0.300,0.146,entailment,0.055,0.326,0.384,0.709
278,Either Lara or Andrew is an office worker,Lara is an office worker,0.721,0.243,0.036,entailment,Andrew is an office worker,0.667,0.263,0.070,entailment,0.109,Either Andrew or Lara is an office worker,Lara is an office worker,0.684,0.282,0.034,entailment,Andrew is an office worker,0.538,0.360,0.102,entailment,0.293,0.078,0.258,0.335
279,Either Diamond or Silas is a landlord,Diamond is a landlord,0.737,0.166,0.097,entailment,Silas is a landlord,0.685,0.210,0.105,entailment,0.104,Either Silas or Diamond is a landlord,Diamond is a landlord,0.788,0.146,0.065,entailment,Silas is a landlord,0.759,0.170,0.071,entailment,0.059,0.102,0.147,0.249
280,Either Naomi or Joe is a clerk,Naomi is a clerk,0.860,0.100,0.040,entailment,Joe is a clerk,0.902,0.063,0.035,entailment,0.084,Either Joe or Naomi is a clerk,Naomi is a clerk,0.782,0.135,0.084,entailment,Joe is a clerk,0.852,0.089,0.059,entailment,0.142,0.156,0.099,0.255
281,Either Tuppence or Won Lee is a journalist,Tuppence is a journalist,0.613,0.355,0.032,entailment,Won Lee is a journalist,0.817,0.148,0.034,entailment,0.413,Either Won Lee or Tuppence is a journalist,Tuppence is a journalist,0.797,0.189,0.013,entailment,Won Lee is a journalist,0.835,0.131,0.035,entailment,0.117,0.369,0.036,0.405
282,Either Melissa or Mark is a researcher,Melissa is a researcher,0.702,0.241,0.057,entailment,Mark is a researcher,0.594,0.301,0.105,entailment,0.215,Either Mark or Melissa is a researcher,Melissa is a researcher,0.605,0.323,0.072,entailment,Mark is a researcher,0.563,0.302,0.135,entailment,0.127,0.193,0.062,0.255
283,Either Sharon or Connor is a producer,Sharon is a producer,0.603,0.256,0.141,entailment,Connor is a producer,0.505,0.366,0.129,entailment,0.220,Either Connor or Sharon is a producer,Sharon is a producer,0.618,0.239,0.144,entailment,Connor is a producer,0.614,0.282,0.104,entailment,0.087,0.034,0.218,0.252
284,Either Naomi or Laquan is a journalist,Naomi is a journalist,0.607,0.331,0.062,entailment,Laquan is a journalist,0.670,0.290,0.040,entailment,0.126,Either Laquan or Naomi is a journalist,Naomi is a journalist,0.703,0.247,0.050,entailment,Laquan is a journalist,0.625,0.329,0.046,entailment,0.164,0.192,0.090,0.282
285,Either Janet or Jesus is an administrator,Janet is an administrator,0.656,0.216,0.128,entailment,Jesus is an administrator,0.212,0.578,0.210,neutral,0.887,Either Jesus or Janet is an administrator,Janet is an administrator,0.628,0.197,0.175,entailment,Jesus is an administrator,0.113,0.688,0.199,neutral,1.030,0.094,0.220,0.314
286,Either Erica or Lamar is an author,Erica is an author,0.858,0.077,0.065,entailment,Lamar is an author,0.633,0.208,0.159,entailment,0.450,Either Lamar or Erica is an author,Erica is an author,0.675,0.133,0.192,entailment,Lamar is an author,0.790,0.131,0.079,entailment,0.228,0.365,0.313,0.678
287,Either Jen or Juan is a politician,Jen is a politician,0.467,0.413,0.120,entailment,Juan is a politician,0.772,0.172,0.057,entailment,0.610,Either Juan or Jen is a politician,Jen is a politician,0.549,0.335,0.116,entailment,Juan is a politician,0.671,0.246,0.083,entailment,0.243,0.165,0.202,0.367
288,Either Benny or Sidney is an entrepreneur,Benny is an entrepreneur,0.496,0.330,0.174,entailment,Sidney is an entrepreneur,0.496,0.331,0.174,entailment,0.001,Either Sidney or Benny is an entrepreneur,Benny is an entrepreneur,0.481,0.310,0.209,entailment,Sidney is an entrepreneur,0.551,0.266,0.183,entailment,0.140,0.070,0.129,0.199
289,Either Craig or Ronnie is a receptionist,Craig is a receptionist,0.837,0.100,0.063,entailment,Ronnie is a receptionist,0.758,0.136,0.106,entailment,0.159,Either Ronnie or Craig is a receptionist,Craig is a receptionist,0.806,0.119,0.075,entailment,Ronnie is a receptionist,0.811,0.106,0.084,entailment,0.028,0.064,0.106,0.170
290,Either Tuppence or Val is a tailor,Tuppence is a tailor,0.798,0.166,0.037,entailment,Val is a tailor,0.755,0.191,0.054,entailment,0.086,Either Val or Tuppence is a tailor,Tuppence is a tailor,0.887,0.100,0.012,entailment,Val is a tailor,0.820,0.128,0.051,entailment,0.133,0.179,0.132,0.310
291,Either Camille or Bill is a painter,Camille is a painter,0.767,0.165,0.068,entailment,Bill is a painter,0.644,0.228,0.127,entailment,0.244,Either Bill or Camille is a painter,Camille is a painter,0.728,0.175,0.096,entailment,Bill is a painter,0.556,0.309,0.135,entailment,0.344,0.076,0.176,0.252
292,Either Olga or Ming is a driver,Olga is a driver,0.813,0.157,0.030,entailment,Ming is a driver,0.838,0.127,0.035,entailment,0.059,Either Ming or Olga is a driver,Olga is a driver,0.795,0.170,0.035,entailment,Ming is a driver,0.861,0.112,0.027,entailment,0.132,0.037,0.045,0.082
293,Either Grace or Raymond is a lifeguard,Grace is a lifeguard,0.656,0.303,0.041,entailment,Raymond is a lifeguard,0.737,0.205,0.058,entailment,0.196,Either Raymond or Grace is a lifeguard,Grace is a lifeguard,0.474,0.429,0.097,entailment,Raymond is a lifeguard,0.600,0.308,0.092,entailment,0.253,0.364,0.274,0.638
294,Either Becky or Cadan is a designer,Becky is a designer,0.860,0.095,0.045,entailment,Cadan is a designer,0.880,0.087,0.034,entailment,0.038,Either Cadan or Becky is a designer,Becky is a designer,0.844,0.092,0.064,entailment,Cadan is a designer,0.844,0.101,0.055,entailment,0.017,0.038,0.071,0.109
295,Either Vrenna or Jacob is a bartender,Vrenna is a bartender,0.857,0.122,0.021,entailment,Jacob is a bartender,0.815,0.105,0.080,entailment,0.118,Either Jacob or Vrenna is a bartender,Vrenna is a bartender,0.785,0.180,0.035,entailment,Jacob is a bartender,0.709,0.160,0.131,entailment,0.191,0.144,0.211,0.355
296,Either Precious or Denny is a software engineer,Precious is a software engineer,0.663,0.301,0.036,entailment,Denny is a software engineer,0.839,0.146,0.014,entailment,0.353,Either Denny or Precious is a software engineer,Precious is a software engineer,0.645,0.323,0.032,entailment,Denny is a software engineer,0.624,0.338,0.038,entailment,0.043,0.043,0.432,0.475
297,Either Megan or Carlos is a builder,Megan is a builder,0.458,0.468,0.074,neutral,Carlos is a builder,0.845,0.129,0.026,entailment,0.772,Either Carlos or Megan is a builder,Megan is a builder,0.543,0.364,0.094,entailment,Carlos is a builder,0.776,0.163,0.061,entailment,0.466,0.208,0.137,0.345
298,Either Ruby or Tim is a delivery,Ruby is a delivery,0.681,0.179,0.140,entailment,Tim is a delivery,0.626,0.166,0.208,entailment,0.135,Either Tim or Ruby is a delivery,Ruby is a delivery,0.578,0.291,0.131,entailment,Tim is a delivery,0.735,0.144,0.121,entailment,0.314,0.224,0.218,0.442
299,Either Joan or Hunter is a physician,Joan is a physician,0.605,0.315,0.080,entailment,Hunter is a physician,0.721,0.222,0.056,entailment,0.232,Either Hunter or Joan is a physician,Joan is a physician,0.715,0.210,0.076,entailment,Hunter is a physician,0.731,0.188,0.081,entailment,0.043,0.218,0.068,0.287
300,Either Tricia or Manuel is a police officer,Tricia is a police officer,0.663,0.259,0.077,entailment,Manuel is a police officer,0.905,0.074,0.020,entailment,0.484,Either Manuel or Tricia is a police officer,Tricia is a police officer,0.735,0.189,0.076,entailment,Manuel is a police officer,0.925,0.057,0.017,entailment,0.381,0.142,0.040,0.182
301,Either Jacqui or Malik is a butcher,Jacqui is a butcher,0.766,0.137,0.096,entailment,Malik is a butcher,0.753,0.147,0.100,entailment,0.026,Either Malik or Jacqui is a butcher,Jacqui is a butcher,0.782,0.103,0.115,entailment,Malik is a butcher,0.739,0.159,0.102,entailment,0.112,0.068,0.029,0.097
302,Either Ellen or Joe is an author,Ellen is an author,0.744,0.152,0.104,entailment,Joe is an author,0.375,0.342,0.282,entailment,0.737,Either Joe or Ellen is an author,Ellen is an author,0.444,0.340,0.216,entailment,Joe is an author,0.491,0.286,0.223,entailment,0.108,0.600,0.232,0.832
303,Either Janice or Timmy is a construction worker,Janice is a construction worker,0.941,0.052,0.007,entailment,Timmy is a construction worker,0.911,0.063,0.026,entailment,0.058,Either Timmy or Janice is a construction worker,Janice is a construction worker,0.940,0.049,0.010,entailment,Timmy is a construction worker,0.877,0.093,0.030,entailment,0.126,0.007,0.069,0.076
304,Either Tina or Jesus is a pianist,Tina is a pianist,0.818,0.137,0.046,entailment,Jesus is a pianist,0.364,0.444,0.192,neutral,0.907,Either Jesus or Tina is a pianist,Tina is a pianist,0.656,0.180,0.164,entailment,Jesus is a pianist,0.296,0.552,0.153,neutral,0.744,0.323,0.215,0.538
305,Either Heather or John is a lifeguard,Heather is a lifeguard,0.456,0.445,0.099,entailment,John is a lifeguard,0.364,0.518,0.119,neutral,0.185,Either John or Heather is a lifeguard,Heather is a lifeguard,0.427,0.452,0.121,neutral,John is a lifeguard,0.225,0.595,0.179,neutral,0.404,0.058,0.277,0.335
306,Either Jenny or Thomas is a firefighter,Jenny is a firefighter,0.460,0.459,0.081,entailment,Thomas is a firefighter,0.646,0.270,0.084,entailment,0.377,Either Thomas or Jenny is a firefighter,Jenny is a firefighter,0.583,0.336,0.081,entailment,Thomas is a firefighter,0.666,0.258,0.076,entailment,0.166,0.247,0.040,0.286
307,Either Laquisha or Robert is an employment,Laquisha is an employment,0.794,0.155,0.052,entailment,Robert is an employment,0.666,0.204,0.130,entailment,0.255,Either Robert or Laquisha is an employment,Laquisha is an employment,0.523,0.369,0.108,entailment,Robert is an employment,0.741,0.156,0.103,entailment,0.436,0.542,0.150,0.691
308,Either Anna or Vince is an administrator,Anna is an administrator,0.463,0.368,0.169,entailment,Vince is an administrator,0.723,0.174,0.103,entailment,0.520,Either Vince or Anna is an administrator,Anna is an administrator,0.564,0.295,0.141,entailment,Vince is an administrator,0.666,0.214,0.119,entailment,0.206,0.202,0.113,0.315
309,Either Fabioloa or Rajeev is a cashier,Fabioloa is a cashier,0.924,0.046,0.029,entailment,Rajeev is a cashier,0.844,0.086,0.069,entailment,0.159,Either Rajeev or Fabioloa is a cashier,Fabioloa is a cashier,0.856,0.089,0.056,entailment,Rajeev is a cashier,0.901,0.062,0.037,entailment,0.091,0.137,0.113,0.250
310,Either Tuppence or Ron is a security guard,Tuppence is a security guard,0.887,0.090,0.023,entailment,Ron is a security guard,0.882,0.085,0.033,entailment,0.020,Either Ron or Tuppence is a security guard,Tuppence is a security guard,0.916,0.065,0.019,entailment,Ron is a security guard,0.828,0.115,0.057,entailment,0.176,0.056,0.109,0.165
311,Either Megan or Laquan is a mathematician,Megan is a mathematician,0.540,0.415,0.044,entailment,Laquan is a mathematician,0.706,0.273,0.021,entailment,0.331,Either Laquan or Megan is a mathematician,Megan is a mathematician,0.781,0.191,0.028,entailment,Laquan is a mathematician,0.665,0.310,0.026,entailment,0.237,0.481,0.082,0.563
312,Either Sara or Silas is a researcher,Sara is a researcher,0.711,0.242,0.047,entailment,Silas is a researcher,0.589,0.329,0.081,entailment,0.242,Either Silas or Sara is a researcher,Sara is a researcher,0.755,0.213,0.033,entailment,Silas is a researcher,0.706,0.241,0.053,entailment,0.097,0.088,0.234,0.322
313,Either Nia or Jimmy is a tailor,Nia is a tailor,0.515,0.444,0.040,entailment,Jimmy is a tailor,0.819,0.146,0.035,entailment,0.606,Either Jimmy or Nia is a tailor,Nia is a tailor,0.552,0.392,0.056,entailment,Jimmy is a tailor,0.554,0.350,0.097,entailment,0.085,0.104,0.530,0.634
314,Either Emily or Cody is a painter,Emily is a painter,0.571,0.300,0.129,entailment,Cody is a painter,0.513,0.354,0.134,entailment,0.116,Either Cody or Emily is a painter,Emily is a painter,0.432,0.349,0.219,entailment,Cody is a painter,0.566,0.304,0.129,entailment,0.269,0.279,0.107,0.386
315,Either Jenny or Jesus is a scientist,Jenny is a scientist,0.422,0.428,0.149,neutral,Jesus is a scientist,0.197,0.661,0.142,neutral,0.466,Either Jesus or Jenny is a scientist,Jenny is a scientist,0.537,0.275,0.188,entailment,Jesus is a scientist,0.105,0.747,0.148,neutral,0.944,0.307,0.184,0.491
316,Either Susie or Shane is a tennis player,Susie is a tennis player,0.738,0.212,0.051,entailment,Shane is a tennis player,0.779,0.173,0.049,entailment,0.082,Either Shane or Susie is a tennis player,Susie is a tennis player,0.703,0.202,0.095,entailment,Shane is a tennis player,0.811,0.154,0.035,entailment,0.216,0.089,0.065,0.154
317,Either Shevon or Alan is an attourney,Shevon is an attourney,0.338,0.518,0.144,neutral,Alan is an attourney,0.346,0.515,0.138,neutral,0.017,Either Alan or Shevon is an attourney,Shevon is an attourney,0.235,0.588,0.178,neutral,Alan is an attourney,0.330,0.522,0.148,neutral,0.191,0.206,0.032,0.238
318,Either Priya or Adrin is a pharmacist,Priya is a pharmacist,0.566,0.321,0.113,entailment,Adrin is a pharmacist,0.823,0.140,0.037,entailment,0.514,Either Adrin or Priya is a pharmacist,Priya is a pharmacist,0.641,0.257,0.103,entailment,Adrin is a pharmacist,0.755,0.174,0.071,entailment,0.230,0.149,0.135,0.284
319,Either Janice or Connor is a chemist,Janice is a chemist,0.796,0.170,0.035,entailment,Connor is a chemist,0.704,0.244,0.052,entailment,0.183,Either Connor or Janice is a chemist,Janice is a chemist,0.814,0.152,0.034,entailment,Connor is a chemist,0.757,0.185,0.059,entailment,0.114,0.036,0.118,0.154
320,Either Amy or Terrell is a medical student,Amy is a medical student,0.624,0.302,0.075,entailment,Terrell is a medical student,0.707,0.243,0.050,entailment,0.167,Either Terrell or Amy is a medical student,Amy is a medical student,0.733,0.200,0.067,entailment,Terrell is a medical student,0.826,0.146,0.028,entailment,0.186,0.219,0.238,0.458
321,Either Meghan or Tom is a receptionist,Meghan is a receptionist,0.756,0.198,0.045,entailment,Tom is a receptionist,0.773,0.158,0.070,entailment,0.081,Either Tom or Meghan is a receptionist,Meghan is a receptionist,0.700,0.219,0.080,entailment,Tom is a receptionist,0.783,0.142,0.075,entailment,0.165,0.112,0.032,0.144
322,Either Joan or Jorge is a janitor,Joan is a janitor,0.675,0.275,0.050,entailment,Jorge is a janitor,0.749,0.181,0.070,entailment,0.188,Either Jorge or Joan is a janitor,Joan is a janitor,0.600,0.327,0.073,entailment,Jorge is a janitor,0.883,0.094,0.024,entailment,0.565,0.150,0.268,0.418
323,Either Heather or Won Lee is a magician,Heather is a magician,0.535,0.373,0.092,entailment,Won Lee is a magician,0.755,0.189,0.057,entailment,0.439,Either Won Lee or Heather is a magician,Heather is a magician,0.611,0.287,0.102,entailment,Won Lee is a magician,0.723,0.220,0.057,entailment,0.223,0.173,0.063,0.237
324,Either Carrie or Kwame is an architect,Carrie is an architect,0.671,0.245,0.085,entailment,Kwame is an architect,0.757,0.184,0.059,entailment,0.173,Either Kwame or Carrie is an architect,Carrie is an architect,0.690,0.191,0.119,entailment,Kwame is an architect,0.746,0.187,0.067,entailment,0.113,0.107,0.021,0.129
