,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
280,Neither Naomi or Joe is a clerk,Naomi is not a clerk,0.859,0.084,0.056,entailment,Joe is not a clerk,0.656,0.094,0.250,entailment,0.407,Neither Joe or Naomi is a clerk,Naomi is not a clerk,0.748,0.107,0.146,entailment,Joe is not a clerk,0.882,0.076,0.043,entailment,0.268,0.224,0.451,0.675
281,Neither Tuppence or Won Lee is a journalist,Tuppence is not a journalist,0.767,0.165,0.068,entailment,Won Lee is not a journalist,0.789,0.110,0.100,entailment,0.110,Neither Won Lee or Tuppence is a journalist,Tuppence is not a journalist,0.759,0.135,0.106,entailment,Won Lee is not a journalist,0.837,0.101,0.063,entailment,0.155,0.076,0.094,0.171
282,Neither Melissa or Mark is a researcher,Melissa is not a researcher,0.829,0.083,0.089,entailment,Mark is not a researcher,0.735,0.103,0.162,entailment,0.189,Neither Mark or Melissa is a researcher,Melissa is not a researcher,0.615,0.138,0.247,entailment,Mark is not a researcher,0.831,0.102,0.067,entailment,0.433,0.428,0.193,0.621
283,Neither Sharon or Connor is a producer,Sharon is not a producer,0.917,0.054,0.030,entailment,Connor is not a producer,0.834,0.107,0.059,entailment,0.165,Neither Connor or Sharon is a producer,Sharon is not a producer,0.785,0.084,0.131,entailment,Connor is not a producer,0.899,0.076,0.025,entailment,0.228,0.263,0.130,0.393
284,Neither Naomi or Laquan is a journalist,Naomi is not a journalist,0.844,0.098,0.058,entailment,Laquan is not a journalist,0.708,0.146,0.146,entailment,0.271,Neither Laquan or Naomi is a journalist,Naomi is not a journalist,0.785,0.111,0.104,entailment,Laquan is not a journalist,0.791,0.122,0.088,entailment,0.031,0.117,0.164,0.281
285,Neither Janet or Jesus is an administrator,Janet is not an administrator,0.888,0.088,0.024,entailment,Jesus is not an administrator,0.835,0.111,0.054,entailment,0.104,Neither Jesus or Janet is an administrator,Janet is not an administrator,0.827,0.104,0.069,entailment,Jesus is not an administrator,0.848,0.131,0.021,entailment,0.097,0.120,0.066,0.186
286,Neither Erica or Lamar is an author,Erica is not an author,0.861,0.055,0.085,entailment,Lamar is not an author,0.797,0.097,0.105,entailment,0.127,Neither Lamar or Erica is an author,Erica is not an author,0.778,0.076,0.146,entailment,Lamar is not an author,0.901,0.067,0.033,entailment,0.246,0.166,0.207,0.372
287,Neither Jen or Juan is a politician,Jen is not a politician,0.921,0.061,0.018,entailment,Juan is not a politician,0.892,0.075,0.033,entailment,0.060,Neither Juan or Jen is a politician,Jen is not a politician,0.850,0.087,0.062,entailment,Juan is not a politician,0.920,0.067,0.013,entailment,0.139,0.142,0.057,0.199
288,Neither Benny or Sidney is an entrepreneur,Benny is not an entrepreneur,0.855,0.095,0.051,entailment,Sidney is not an entrepreneur,0.830,0.121,0.049,entailment,0.053,Neither Sidney or Benny is an entrepreneur,Benny is not an entrepreneur,0.796,0.111,0.093,entailment,Sidney is not an entrepreneur,0.854,0.101,0.045,entailment,0.117,0.117,0.049,0.166
289,Neither Craig or Ronnie is a receptionist,Craig is not a receptionist,0.921,0.054,0.025,entailment,Ronnie is not a receptionist,0.887,0.060,0.053,entailment,0.068,Neither Ronnie or Craig is a receptionist,Craig is not a receptionist,0.891,0.063,0.046,entailment,Ronnie is not a receptionist,0.930,0.045,0.026,entailment,0.077,0.059,0.085,0.145
290,Neither Tuppence or Val is a tailor,Tuppence is not a tailor,0.810,0.128,0.062,entailment,Val is not a tailor,0.790,0.137,0.073,entailment,0.039,Neither Val or Tuppence is a tailor,Tuppence is not a tailor,0.757,0.110,0.133,entailment,Val is not a tailor,0.827,0.117,0.056,entailment,0.155,0.142,0.074,0.216
291,Neither Camille or Bill is a painter,Camille is not a painter,0.840,0.114,0.046,entailment,Bill is not a painter,0.787,0.127,0.087,entailment,0.106,Neither Bill or Camille is a painter,Camille is not a painter,0.773,0.145,0.082,entailment,Bill is not a painter,0.837,0.118,0.045,entailment,0.129,0.134,0.101,0.235
292,Neither Olga or Ming is a driver,Olga is not a driver,0.895,0.075,0.030,entailment,Ming is not a driver,0.867,0.086,0.047,entailment,0.056,Neither Ming or Olga is a driver,Olga is not a driver,0.856,0.078,0.066,entailment,Ming is not a driver,0.895,0.076,0.029,entailment,0.078,0.079,0.056,0.135
293,Neither Grace or Raymond is a lifeguard,Grace is not a lifeguard,0.834,0.103,0.063,entailment,Raymond is not a lifeguard,0.843,0.092,0.065,entailment,0.023,Neither Raymond or Grace is a lifeguard,Grace is not a lifeguard,0.765,0.129,0.106,entailment,Raymond is not a lifeguard,0.885,0.086,0.029,entailment,0.239,0.137,0.084,0.221
294,Neither Becky or Cadan is a designer,Becky is not a designer,0.856,0.088,0.057,entailment,Cadan is not a designer,0.727,0.113,0.159,entailment,0.256,Neither Cadan or Becky is a designer,Becky is not a designer,0.800,0.096,0.104,entailment,Cadan is not a designer,0.787,0.112,0.101,entailment,0.032,0.110,0.119,0.229
295,Neither Vrenna or Jacob is a bartender,Vrenna is not a bartender,0.786,0.099,0.115,entailment,Jacob is not a bartender,0.825,0.081,0.093,entailment,0.079,Neither Jacob or Vrenna is a bartender,Vrenna is not a bartender,0.633,0.111,0.257,entailment,Jacob is not a bartender,0.894,0.076,0.030,entailment,0.522,0.306,0.137,0.443
296,Neither Precious or Denny is a software engineer,Precious is not a software engineer,0.880,0.087,0.033,entailment,Denny is not a software engineer,0.781,0.109,0.110,entailment,0.197,Neither Denny or Precious is a software engineer,Precious is not a software engineer,0.817,0.100,0.084,entailment,Denny is not a software engineer,0.838,0.112,0.050,entailment,0.067,0.126,0.120,0.245
297,Neither Megan or Carlos is a builder,Megan is not a builder,0.893,0.091,0.015,entailment,Carlos is not a builder,0.831,0.116,0.053,entailment,0.126,Neither Carlos or Megan is a builder,Megan is not a builder,0.819,0.122,0.059,entailment,Carlos is not a builder,0.895,0.089,0.016,entailment,0.152,0.150,0.128,0.278
298,Neither Ruby or Tim is a delivery,Ruby is not a delivery,0.797,0.131,0.072,entailment,Tim is not a delivery,0.842,0.097,0.061,entailment,0.088,Neither Tim or Ruby is a delivery,Ruby is not a delivery,0.765,0.139,0.095,entailment,Tim is not a delivery,0.904,0.072,0.024,entailment,0.278,0.064,0.125,0.190
299,Neither Joan or Hunter is a physician,Joan is not a physician,0.762,0.149,0.089,entailment,Hunter is not a physician,0.775,0.121,0.103,entailment,0.055,Neither Hunter or Joan is a physician,Joan is not a physician,0.708,0.136,0.156,entailment,Hunter is not a physician,0.867,0.094,0.039,entailment,0.318,0.133,0.184,0.317
300,Neither Tricia or Manuel is a police officer,Tricia is not a police officer,0.824,0.085,0.091,entailment,Manuel is not a police officer,0.814,0.066,0.120,entailment,0.057,Neither Manuel or Tricia is a police officer,Tricia is not a police officer,0.704,0.115,0.181,entailment,Manuel is not a police officer,0.918,0.051,0.031,entailment,0.427,0.239,0.208,0.446
301,Neither Jacqui or Malik is a butcher,Jacqui is not a butcher,0.850,0.112,0.038,entailment,Malik is not a butcher,0.783,0.149,0.068,entailment,0.133,Neither Malik or Jacqui is a butcher,Jacqui is not a butcher,0.817,0.112,0.071,entailment,Malik is not a butcher,0.853,0.119,0.029,entailment,0.084,0.066,0.139,0.204
302,Neither Ellen or Joe is an author,Ellen is not an author,0.889,0.060,0.050,entailment,Joe is not an author,0.793,0.101,0.106,entailment,0.193,Neither Joe or Ellen is an author,Ellen is not an author,0.711,0.122,0.167,entailment,Joe is not an author,0.894,0.070,0.037,entailment,0.366,0.358,0.202,0.559
303,Neither Janice or Timmy is a construction worker,Janice is not a construction worker,0.878,0.069,0.053,entailment,Timmy is not a construction worker,0.875,0.072,0.053,entailment,0.007,Neither Timmy or Janice is a construction worker,Janice is not a construction worker,0.779,0.092,0.129,entailment,Timmy is not a construction worker,0.926,0.054,0.020,entailment,0.294,0.199,0.102,0.301
304,Neither Tina or Jesus is a pianist,Tina is not a pianist,0.839,0.108,0.053,entailment,Jesus is not a pianist,0.812,0.090,0.098,entailment,0.089,Neither Jesus or Tina is a pianist,Tina is not a pianist,0.757,0.113,0.129,entailment,Jesus is not a pianist,0.847,0.114,0.038,entailment,0.182,0.163,0.119,0.283
305,Neither Heather or John is a lifeguard,Heather is not a lifeguard,0.868,0.092,0.040,entailment,John is not a lifeguard,0.792,0.128,0.081,entailment,0.152,Neither John or Heather is a lifeguard,Heather is not a lifeguard,0.719,0.144,0.136,entailment,John is not a lifeguard,0.848,0.123,0.029,entailment,0.256,0.296,0.112,0.409
306,Neither Jenny or Thomas is a firefighter,Jenny is not a firefighter,0.814,0.121,0.065,entailment,Thomas is not a firefighter,0.641,0.100,0.259,entailment,0.388,Neither Thomas or Jenny is a firefighter,Jenny is not a firefighter,0.710,0.143,0.147,entailment,Thomas is not a firefighter,0.872,0.079,0.049,entailment,0.326,0.209,0.462,0.671
307,Neither Laquisha or Robert is an employment,Laquisha is not an employment,0.898,0.086,0.017,entailment,Robert is not an employment,0.896,0.089,0.015,entailment,0.006,Neither Robert or Laquisha is an employment,Laquisha is not an employment,0.867,0.113,0.021,entailment,Robert is not an employment,0.928,0.064,0.009,entailment,0.122,0.062,0.063,0.125
308,Neither Anna or Vince is an administrator,Anna is not an administrator,0.887,0.078,0.035,entailment,Vince is not an administrator,0.837,0.086,0.077,entailment,0.101,Neither Vince or Anna is an administrator,Anna is not an administrator,0.758,0.104,0.137,entailment,Vince is not an administrator,0.931,0.056,0.013,entailment,0.345,0.258,0.189,0.446
309,Neither Fabioloa or Rajeev is a cashier,Fabioloa is not a cashier,0.831,0.097,0.073,entailment,Rajeev is not a cashier,0.811,0.091,0.097,entailment,0.049,Neither Rajeev or Fabioloa is a cashier,Fabioloa is not a cashier,0.750,0.116,0.134,entailment,Rajeev is not a cashier,0.830,0.103,0.068,entailment,0.159,0.161,0.059,0.221
310,Neither Tuppence or Ron is a security guard,Tuppence is not a security guard,0.887,0.080,0.034,entailment,Ron is not a security guard,0.882,0.064,0.054,entailment,0.041,Neither Ron or Tuppence is a security guard,Tuppence is not a security guard,0.836,0.083,0.082,entailment,Ron is not a security guard,0.913,0.057,0.029,entailment,0.155,0.102,0.062,0.164
311,Neither Megan or Laquan is a mathematician,Megan is not a mathematician,0.851,0.122,0.027,entailment,Laquan is not a mathematician,0.779,0.133,0.088,entailment,0.144,Neither Laquan or Megan is a mathematician,Megan is not a mathematician,0.849,0.120,0.032,entailment,Laquan is not a mathematician,0.803,0.145,0.052,entailment,0.091,0.009,0.073,0.082
312,Neither Sara or Silas is a researcher,Sara is not a researcher,0.857,0.087,0.056,entailment,Silas is not a researcher,0.770,0.116,0.114,entailment,0.175,Neither Silas or Sara is a researcher,Sara is not a researcher,0.839,0.094,0.067,entailment,Silas is not a researcher,0.813,0.102,0.084,entailment,0.051,0.037,0.088,0.124
313,Neither Nia or Jimmy is a tailor,Nia is not a tailor,0.747,0.146,0.108,entailment,Jimmy is not a tailor,0.780,0.137,0.083,entailment,0.066,Neither Jimmy or Nia is a tailor,Nia is not a tailor,0.528,0.157,0.315,entailment,Jimmy is not a tailor,0.838,0.127,0.036,entailment,0.620,0.438,0.115,0.554
314,Neither Emily or Cody is a painter,Emily is not a painter,0.872,0.103,0.024,entailment,Cody is not a painter,0.800,0.140,0.061,entailment,0.145,Neither Cody or Emily is a painter,Emily is not a painter,0.778,0.142,0.080,entailment,Cody is not a painter,0.847,0.126,0.027,entailment,0.138,0.188,0.095,0.283
315,Neither Jenny or Jesus is a scientist,Jenny is not a scientist,0.821,0.143,0.036,entailment,Jesus is not a scientist,0.774,0.096,0.130,entailment,0.188,Neither Jesus or Jenny is a scientist,Jenny is not a scientist,0.751,0.131,0.118,entailment,Jesus is not a scientist,0.830,0.127,0.043,entailment,0.157,0.163,0.174,0.337
316,Neither Susie or Shane is a tennis player,Susie is not a tennis player,0.912,0.058,0.030,entailment,Shane is not a tennis player,0.895,0.070,0.035,entailment,0.035,Neither Shane or Susie is a tennis player,Susie is not a tennis player,0.862,0.075,0.063,entailment,Shane is not a tennis player,0.932,0.051,0.017,entailment,0.140,0.101,0.075,0.175
317,Neither Shevon or Alan is an attourney,Shevon is not an attourney,0.878,0.101,0.020,entailment,Alan is not an attourney,0.845,0.113,0.043,entailment,0.068,Neither Alan or Shevon is an attourney,Shevon is not an attourney,0.798,0.151,0.051,entailment,Alan is not an attourney,0.887,0.091,0.021,entailment,0.178,0.160,0.085,0.246
318,Neither Priya or Adrin is a pharmacist,Priya is not a pharmacist,0.845,0.101,0.053,entailment,Adrin is not a pharmacist,0.814,0.103,0.082,entailment,0.062,Neither Adrin or Priya is a pharmacist,Priya is not a pharmacist,0.841,0.095,0.064,entailment,Adrin is not a pharmacist,0.890,0.075,0.035,entailment,0.098,0.022,0.151,0.173
319,Neither Janice or Connor is a chemist,Janice is not a chemist,0.785,0.123,0.092,entailment,Connor is not a chemist,0.797,0.119,0.084,entailment,0.025,Neither Connor or Janice is a chemist,Janice is not a chemist,0.700,0.136,0.163,entailment,Connor is not a chemist,0.854,0.110,0.036,entailment,0.308,0.169,0.114,0.284
320,Neither Amy or Terrell is a medical student,Amy is not a medical student,0.806,0.064,0.130,entailment,Terrell is not a medical student,0.716,0.077,0.207,entailment,0.180,Neither Terrell or Amy is a medical student,Amy is not a medical student,0.752,0.072,0.177,entailment,Terrell is not a medical student,0.848,0.060,0.092,entailment,0.193,0.109,0.265,0.373
321,Neither Meghan or Tom is a receptionist,Meghan is not a receptionist,0.896,0.068,0.036,entailment,Tom is not a receptionist,0.867,0.082,0.051,entailment,0.057,Neither Tom or Meghan is a receptionist,Meghan is not a receptionist,0.767,0.102,0.131,entailment,Tom is not a receptionist,0.911,0.064,0.025,entailment,0.288,0.258,0.087,0.345
322,Neither Joan or Jorge is a janitor,Joan is not a janitor,0.889,0.092,0.019,entailment,Jorge is not a janitor,0.843,0.105,0.052,entailment,0.093,Neither Jorge or Joan is a janitor,Joan is not a janitor,0.817,0.129,0.054,entailment,Jorge is not a janitor,0.904,0.074,0.022,entailment,0.172,0.143,0.122,0.265
323,Neither Heather or Won Lee is a magician,Heather is not a magician,0.826,0.147,0.027,entailment,Won Lee is not a magician,0.784,0.143,0.073,entailment,0.093,Neither Won Lee or Heather is a magician,Heather is not a magician,0.811,0.147,0.043,entailment,Won Lee is not a magician,0.829,0.131,0.040,entailment,0.035,0.031,0.090,0.121
324,Neither Carrie or Kwame is an architect,Carrie is not an architect,0.894,0.089,0.017,entailment,Kwame is not an architect,0.867,0.076,0.056,entailment,0.078,Neither Kwame or Carrie is an architect,Carrie is not an architect,0.852,0.099,0.049,entailment,Kwame is not an architect,0.908,0.066,0.026,entailment,0.112,0.083,0.081,0.164
325,Neither Amy or Cody is an engineer,Amy is not an engineer,0.874,0.088,0.038,entailment,Cody is not an engineer,0.834,0.108,0.058,entailment,0.080,Neither Cody or Amy is an engineer,Amy is not an engineer,0.806,0.120,0.074,entailment,Cody is not an engineer,0.876,0.099,0.025,entailment,0.140,0.137,0.083,0.220
326,Neither Carrie or Jacob is an airman,Carrie is not an airman,0.790,0.143,0.067,entailment,Jacob is not an airman,0.706,0.152,0.141,entailment,0.168,Neither Jacob or Carrie is an airman,Carrie is not an airman,0.754,0.148,0.098,entailment,Jacob is not an airman,0.814,0.127,0.060,entailment,0.119,0.072,0.215,0.287
327,Neither Beth or Chan is a boxer,Beth is not a boxer,0.808,0.132,0.060,entailment,Chan is not a boxer,0.756,0.131,0.113,entailment,0.107,Neither Chan or Beth is a boxer,Beth is not a boxer,0.776,0.136,0.089,entailment,Chan is not a boxer,0.825,0.120,0.054,entailment,0.099,0.065,0.139,0.204
328,Neither Kassidy or Carl is a manager,Kassidy is not a manager,0.909,0.075,0.017,entailment,Carl is not a manager,0.870,0.083,0.047,entailment,0.077,Neither Carl or Kassidy is a manager,Kassidy is not a manager,0.882,0.084,0.034,entailment,Carl is not a manager,0.883,0.079,0.038,entailment,0.010,0.054,0.026,0.080
329,Neither Ebony or Ramirez is a pianist,Ebony is not a pianist,0.850,0.104,0.046,entailment,Ramirez is not a pianist,0.844,0.061,0.095,entailment,0.099,Neither Ramirez or Ebony is a pianist,Ebony is not a pianist,0.823,0.092,0.085,entailment,Ramirez is not a pianist,0.852,0.086,0.061,entailment,0.059,0.078,0.068,0.146
330,Neither Janice or Jake is a receptionist,Janice is not a receptionist,0.870,0.065,0.064,entailment,Jake is not a receptionist,0.847,0.061,0.092,entailment,0.057,Neither Jake or Janice is a receptionist,Janice is not a receptionist,0.764,0.088,0.148,entailment,Jake is not a receptionist,0.916,0.050,0.034,entailment,0.303,0.212,0.139,0.351
331,Neither Shelly or Ronnie is a guard,Shelly is not a guard,0.894,0.073,0.033,entailment,Ronnie is not a guard,0.881,0.084,0.035,entailment,0.026,Neither Ronnie or Shelly is a guard,Shelly is not a guard,0.823,0.102,0.075,entailment,Ronnie is not a guard,0.904,0.071,0.025,entailment,0.163,0.142,0.047,0.189
332,Neither Sara or Edward is a software engineer,Sara is not a software engineer,0.828,0.126,0.046,entailment,Edward is not a software engineer,0.768,0.136,0.096,entailment,0.119,Neither Edward or Sara is a software engineer,Sara is not a software engineer,0.748,0.145,0.107,entailment,Edward is not a software engineer,0.837,0.128,0.035,entailment,0.177,0.159,0.137,0.296
333,Neither Katie or DeShawn is a hostess,Katie is not a hostess,0.870,0.086,0.044,entailment,DeShawn is not a hostess,0.798,0.095,0.107,entailment,0.144,Neither DeShawn or Katie is a hostess,Katie is not a hostess,0.875,0.080,0.045,entailment,DeShawn is not a hostess,0.874,0.060,0.065,entailment,0.041,0.011,0.152,0.163
