,prem,hypo1,hypo2,score1,score2,diff1,prem-rev,hypo3,hypo4,score3,score4,diff2
351,Either Joanne or Bill is an athlete,Joanne is an athlete,Bill is an athlete,"{'entailment': '0.51', 'neutral': '0.44', 'contradiction': '0.05'}","{'entailment': '0.28', 'neutral': '0.62', 'contradiction': '0.10'}",0.45999999999999996,Either Bill or Joanne is an athlete,Joanne is an athlete,Bill is an athlete,"{'entailment': '0.52', 'neutral': '0.42', 'contradiction': '0.06'}","{'entailment': '0.37', 'neutral': '0.55', 'contradiction': '0.08'}",0.3000000000000001
352,Either Shiloh or Cody is a producer,Shiloh is a producer,Cody is a producer,"{'entailment': '0.70', 'neutral': '0.22', 'contradiction': '0.08'}","{'entailment': '0.74', 'neutral': '0.18', 'contradiction': '0.07'}",0.09000000000000004,Either Cody or Shiloh is a producer,Shiloh is a producer,Cody is a producer,"{'entailment': '0.66', 'neutral': '0.23', 'contradiction': '0.11'}","{'entailment': '0.60', 'neutral': '0.26', 'contradiction': '0.14'}",0.12000000000000006
353,Either Carly or Jimmy is an accountant,Carly is an accountant,Jimmy is an accountant,"{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.06'}","{'entailment': '0.68', 'neutral': '0.24', 'contradiction': '0.09'}",0.049999999999999906,Either Jimmy or Carly is an accountant,Carly is an accountant,Jimmy is an accountant,"{'entailment': '0.51', 'neutral': '0.41', 'contradiction': '0.08'}","{'entailment': '0.57', 'neutral': '0.31', 'contradiction': '0.12'}",0.1999999999999999
354,Either Lily or Ron is a postman,Lily is a postman,Ron is a postman,"{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}","{'entailment': '0.74', 'neutral': '0.18', 'contradiction': '0.08'}",0.020000000000000004,Either Ron or Lily is a postman,Lily is a postman,Ron is a postman,"{'entailment': '0.69', 'neutral': '0.23', 'contradiction': '0.08'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.07'}",0.1700000000000001
355,Either Jenny or Dylan is an army,Jenny is an army,Dylan is an army,"{'entailment': '0.49', 'neutral': '0.36', 'contradiction': '0.16'}","{'entailment': '0.59', 'neutral': '0.24', 'contradiction': '0.17'}",0.22999999999999998,Either Dylan or Jenny is an army,Jenny is an army,Dylan is an army,"{'entailment': '0.56', 'neutral': '0.26', 'contradiction': '0.18'}","{'entailment': '0.54', 'neutral': '0.26', 'contradiction': '0.20'}",0.040000000000000036
356,Either Bai or Edward is a librarian,Bai is a librarian,Edward is a librarian,"{'entailment': '0.77', 'neutral': '0.18', 'contradiction': '0.05'}","{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}",0.24,Either Edward or Bai is a librarian,Bai is a librarian,Edward is a librarian,"{'entailment': '0.63', 'neutral': '0.28', 'contradiction': '0.09'}","{'entailment': '0.54', 'neutral': '0.35', 'contradiction': '0.11'}",0.17999999999999994
357,Either Carrie or Tim is a butcher,Carrie is a butcher,Tim is a butcher,"{'entailment': '0.72', 'neutral': '0.18', 'contradiction': '0.10'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}",0.19999999999999996,Either Tim or Carrie is a butcher,Carrie is a butcher,Tim is a butcher,"{'entailment': '0.60', 'neutral': '0.22', 'contradiction': '0.18'}","{'entailment': '0.61', 'neutral': '0.16', 'contradiction': '0.24'}",0.13
358,Either Juliette or Carlos is an economist,Juliette is an economist,Carlos is an economist,"{'entailment': '0.56', 'neutral': '0.40', 'contradiction': '0.04'}","{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.03'}",0.37,Either Carlos or Juliette is an economist,Juliette is an economist,Carlos is an economist,"{'entailment': '0.51', 'neutral': '0.43', 'contradiction': '0.06'}","{'entailment': '0.66', 'neutral': '0.29', 'contradiction': '0.05'}",0.30000000000000004
359,Either Brittany or Bill is an astronomer,Brittany is an astronomer,Bill is an astronomer,"{'entailment': '0.66', 'neutral': '0.24', 'contradiction': '0.10'}","{'entailment': '0.58', 'neutral': '0.27', 'contradiction': '0.15'}",0.1600000000000001,Either Bill or Brittany is an astronomer,Brittany is an astronomer,Bill is an astronomer,"{'entailment': '0.64', 'neutral': '0.25', 'contradiction': '0.11'}","{'entailment': '0.37', 'neutral': '0.48', 'contradiction': '0.16'}",0.55
360,Either Liz or Tyrone is an umpire,Liz is an umpire,Tyrone is an umpire,"{'entailment': '0.51', 'neutral': '0.26', 'contradiction': '0.23'}","{'entailment': '0.60', 'neutral': '0.30', 'contradiction': '0.11'}",0.24999999999999994,Either Tyrone or Liz is an umpire,Liz is an umpire,Tyrone is an umpire,"{'entailment': '0.55', 'neutral': '0.26', 'contradiction': '0.19'}","{'entailment': '0.49', 'neutral': '0.35', 'contradiction': '0.15'}",0.19000000000000003
361,Either Precious or LeBron is a dancer,Precious is a dancer,LeBron is a dancer,"{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.02'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.05'}",0.14999999999999997,Either LeBron or Precious is a dancer,Precious is a dancer,LeBron is a dancer,"{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.05'}","{'entailment': '0.68', 'neutral': '0.25', 'contradiction': '0.07'}",0.20999999999999996
362,Either Abigail or Greg is a politician,Abigail is a politician,Greg is a politician,"{'entailment': '0.57', 'neutral': '0.37', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.43000000000000005,Either Greg or Abigail is a politician,Abigail is a politician,Greg is a politician,"{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.04'}","{'entailment': '0.57', 'neutral': '0.34', 'contradiction': '0.09'}",0.34
363,Either Phoebe or Alan is a butler,Phoebe is a butler,Alan is a butler,"{'entailment': '0.38', 'neutral': '0.53', 'contradiction': '0.09'}","{'entailment': '0.67', 'neutral': '0.30', 'contradiction': '0.03'}",0.5800000000000001,Either Alan or Phoebe is a butler,Phoebe is a butler,Alan is a butler,"{'entailment': '0.33', 'neutral': '0.56', 'contradiction': '0.11'}","{'entailment': '0.30', 'neutral': '0.59', 'contradiction': '0.11'}",0.05999999999999994
364,Either Beth or Sheng Lee is a psychologist,Beth is a psychologist,Sheng Lee is a psychologist,"{'entailment': '0.47', 'neutral': '0.47', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.73,Either Sheng Lee or Beth is a psychologist,Beth is a psychologist,Sheng Lee is a psychologist,"{'entailment': '0.65', 'neutral': '0.31', 'contradiction': '0.04'}","{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.06'}",0.13999999999999993
365,Either Monique or Tom is a cleric,Monique is a cleric,Tom is a cleric,"{'entailment': '0.65', 'neutral': '0.28', 'contradiction': '0.07'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.38,Either Tom or Monique is a cleric,Monique is a cleric,Tom is a cleric,"{'entailment': '0.74', 'neutral': '0.20', 'contradiction': '0.06'}","{'entailment': '0.56', 'neutral': '0.24', 'contradiction': '0.20'}",0.35999999999999993
366,Either Kassidy or Steve is a drawer,Kassidy is a drawer,Steve is a drawer,"{'entailment': '0.73', 'neutral': '0.15', 'contradiction': '0.12'}","{'entailment': '0.61', 'neutral': '0.17', 'contradiction': '0.22'}",0.24000000000000002,Either Steve or Kassidy is a drawer,Kassidy is a drawer,Steve is a drawer,"{'entailment': '0.52', 'neutral': '0.22', 'contradiction': '0.27'}","{'entailment': '0.65', 'neutral': '0.16', 'contradiction': '0.19'}",0.27
367,Either Tessa or Thomas is a guard,Tessa is a guard,Thomas is a guard,"{'entailment': '0.63', 'neutral': '0.33', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.03'}",0.46,Either Thomas or Tessa is a guard,Tessa is a guard,Thomas is a guard,"{'entailment': '0.58', 'neutral': '0.36', 'contradiction': '0.05'}","{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.04'}",0.31000000000000005
368,Either Tessa or Ming is a teacher,Tessa is a teacher,Ming is a teacher,"{'entailment': '0.57', 'neutral': '0.37', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.13', 'contradiction': '0.03'}",0.55,Either Ming or Tessa is a teacher,Tessa is a teacher,Ming is a teacher,"{'entailment': '0.67', 'neutral': '0.27', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.15', 'contradiction': '0.03'}",0.2899999999999999
369,Either Susie or Tyresse is a receptionist,Susie is a receptionist,Tyresse is a receptionist,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.03'}",0.07000000000000003,Either Tyresse or Susie is a receptionist,Susie is a receptionist,Tyresse is a receptionist,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.03'}",0.06000000000000003
370,Either Priya or Alan is a producer,Priya is a producer,Alan is a producer,"{'entailment': '0.61', 'neutral': '0.23', 'contradiction': '0.15'}","{'entailment': '0.73', 'neutral': '0.17', 'contradiction': '0.09'}",0.24,Either Alan or Priya is a producer,Priya is a producer,Alan is a producer,"{'entailment': '0.51', 'neutral': '0.24', 'contradiction': '0.24'}","{'entailment': '0.59', 'neutral': '0.25', 'contradiction': '0.17'}",0.15999999999999995
371,Either Katie or Tom is an attourney,Katie is an attourney,Tom is an attourney,"{'entailment': '0.25', 'neutral': '0.59', 'contradiction': '0.16'}","{'entailment': '0.16', 'neutral': '0.72', 'contradiction': '0.13'}",0.25,Either Tom or Katie is an attourney,Katie is an attourney,Tom is an attourney,"{'entailment': '0.20', 'neutral': '0.63', 'contradiction': '0.18'}","{'entailment': '0.18', 'neutral': '0.67', 'contradiction': '0.15'}",0.09000000000000005
372,Either Ebony or Bill is an engineer,Ebony is an engineer,Bill is an engineer,"{'entailment': '0.44', 'neutral': '0.50', 'contradiction': '0.07'}","{'entailment': '0.54', 'neutral': '0.35', 'contradiction': '0.11'}",0.29000000000000004,Either Bill or Ebony is an engineer,Ebony is an engineer,Bill is an engineer,"{'entailment': '0.59', 'neutral': '0.37', 'contradiction': '0.04'}","{'entailment': '0.52', 'neutral': '0.37', 'contradiction': '0.11'}",0.13999999999999996
373,Either Wendy or Thomas is a diplomat,Wendy is a diplomat,Thomas is a diplomat,"{'entailment': '0.61', 'neutral': '0.30', 'contradiction': '0.09'}","{'entailment': '0.62', 'neutral': '0.25', 'contradiction': '0.13'}",0.1,Either Thomas or Wendy is a diplomat,Wendy is a diplomat,Thomas is a diplomat,"{'entailment': '0.64', 'neutral': '0.26', 'contradiction': '0.09'}","{'entailment': '0.49', 'neutral': '0.33', 'contradiction': '0.18'}",0.31000000000000005
374,Either Laquisha or Cazar is a pharmacist,Laquisha is a pharmacist,Cazar is a pharmacist,"{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.04'}","{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}",0.2799999999999999,Either Cazar or Laquisha is a pharmacist,Laquisha is a pharmacist,Cazar is a pharmacist,"{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.02'}","{'entailment': '0.95', 'neutral': '0.04', 'contradiction': '0.01'}",0.09999999999999994
375,Either Maggie or Cadan is an academic,Maggie is an academic,Cadan is an academic,"{'entailment': '0.52', 'neutral': '0.38', 'contradiction': '0.10'}","{'entailment': '0.66', 'neutral': '0.31', 'contradiction': '0.03'}",0.28,Either Cadan or Maggie is an academic,Maggie is an academic,Cadan is an academic,"{'entailment': '0.58', 'neutral': '0.34', 'contradiction': '0.08'}","{'entailment': '0.65', 'neutral': '0.31', 'contradiction': '0.04'}",0.1400000000000001
376,Either Anita or Vince is an architect,Anita is an architect,Vince is an architect,"{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.10'}","{'entailment': '0.76', 'neutral': '0.13', 'contradiction': '0.12'}",0.17000000000000004,Either Vince or Anita is an architect,Anita is an architect,Vince is an architect,"{'entailment': '0.70', 'neutral': '0.20', 'contradiction': '0.10'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.24000000000000002
377,Either Jennifer or Lamar is a handyman,Jennifer is a handyman,Lamar is a handyman,"{'entailment': '0.42', 'neutral': '0.47', 'contradiction': '0.11'}","{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.05'}",0.6799999999999999,Either Lamar or Jennifer is a handyman,Jennifer is a handyman,Lamar is a handyman,"{'entailment': '0.63', 'neutral': '0.27', 'contradiction': '0.09'}","{'entailment': '0.75', 'neutral': '0.20', 'contradiction': '0.05'}",0.22999999999999998
378,Either Katie or Vince is a nurse,Katie is a nurse,Vince is a nurse,"{'entailment': '0.69', 'neutral': '0.18', 'contradiction': '0.13'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.26,Either Vince or Katie is a nurse,Katie is a nurse,Vince is a nurse,"{'entailment': '0.67', 'neutral': '0.18', 'contradiction': '0.15'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.26
379,Either Ebony or Sheng Lee is a scientist,Ebony is a scientist,Sheng Lee is a scientist,"{'entailment': '0.42', 'neutral': '0.53', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.18', 'contradiction': '0.03'}",0.7400000000000001,Either Sheng Lee or Ebony is a scientist,Ebony is a scientist,Sheng Lee is a scientist,"{'entailment': '0.67', 'neutral': '0.30', 'contradiction': '0.03'}","{'entailment': '0.53', 'neutral': '0.38', 'contradiction': '0.10'}",0.29000000000000004
380,Either Claire or John is a psychologist,Claire is a psychologist,John is a psychologist,"{'entailment': '0.58', 'neutral': '0.38', 'contradiction': '0.04'}","{'entailment': '0.59', 'neutral': '0.34', 'contradiction': '0.07'}",0.07999999999999999,Either John or Claire is a psychologist,Claire is a psychologist,John is a psychologist,"{'entailment': '0.60', 'neutral': '0.33', 'contradiction': '0.07'}","{'entailment': '0.39', 'neutral': '0.47', 'contradiction': '0.14'}",0.41999999999999993
381,Either Jenny or Jose is an actor,Jenny is an actor,Jose is an actor,"{'entailment': '0.57', 'neutral': '0.33', 'contradiction': '0.10'}","{'entailment': '0.62', 'neutral': '0.23', 'contradiction': '0.14'}",0.19000000000000006,Either Jose or Jenny is an actor,Jenny is an actor,Jose is an actor,"{'entailment': '0.54', 'neutral': '0.31', 'contradiction': '0.15'}","{'entailment': '0.63', 'neutral': '0.23', 'contradiction': '0.14'}",0.17999999999999994
382,Either Sharon or Jones is a magician,Sharon is a magician,Jones is a magician,"{'entailment': '0.51', 'neutral': '0.42', 'contradiction': '0.08'}","{'entailment': '0.26', 'neutral': '0.60', 'contradiction': '0.15'}",0.5,Either Jones or Sharon is a magician,Sharon is a magician,Jones is a magician,"{'entailment': '0.60', 'neutral': '0.32', 'contradiction': '0.08'}","{'entailment': '0.33', 'neutral': '0.51', 'contradiction': '0.16'}",0.5399999999999999
383,Either Juliette or Jaleel is a psychologist,Juliette is a psychologist,Jaleel is a psychologist,"{'entailment': '0.67', 'neutral': '0.26', 'contradiction': '0.07'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.02'}",0.37999999999999995,Either Jaleel or Juliette is a psychologist,Juliette is a psychologist,Jaleel is a psychologist,"{'entailment': '0.73', 'neutral': '0.20', 'contradiction': '0.07'}","{'entailment': '0.73', 'neutral': '0.22', 'contradiction': '0.05'}",0.039999999999999994
384,Either Monica or Miguel is a driver,Monica is a driver,Miguel is a driver,"{'entailment': '0.65', 'neutral': '0.25', 'contradiction': '0.10'}","{'entailment': '0.70', 'neutral': '0.20', 'contradiction': '0.09'}",0.10999999999999993,Either Miguel or Monica is a driver,Monica is a driver,Miguel is a driver,"{'entailment': '0.58', 'neutral': '0.30', 'contradiction': '0.11'}","{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.08'}",0.32000000000000006
385,Either Shaniqua or Brady is a mechanic,Shaniqua is a mechanic,Brady is a mechanic,"{'entailment': '0.79', 'neutral': '0.18', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}",0.09999999999999992,Either Brady or Shaniqua is a mechanic,Shaniqua is a mechanic,Brady is a mechanic,"{'entailment': '0.79', 'neutral': '0.18', 'contradiction': '0.03'}","{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.04'}",0.02000000000000001
386,Either Lily or Rocco is an astronomer,Lily is an astronomer,Rocco is an astronomer,"{'entailment': '0.59', 'neutral': '0.32', 'contradiction': '0.09'}","{'entailment': '0.54', 'neutral': '0.32', 'contradiction': '0.14'}",0.09999999999999995,Either Rocco or Lily is an astronomer,Lily is an astronomer,Rocco is an astronomer,"{'entailment': '0.66', 'neutral': '0.25', 'contradiction': '0.09'}","{'entailment': '0.59', 'neutral': '0.28', 'contradiction': '0.14'}",0.1500000000000001
387,Either Jen or Aaron is a laborer,Jen is a laborer,Aaron is a laborer,"{'entailment': '0.54', 'neutral': '0.34', 'contradiction': '0.11'}","{'entailment': '0.65', 'neutral': '0.22', 'contradiction': '0.13'}",0.25,Either Aaron or Jen is a laborer,Jen is a laborer,Aaron is a laborer,"{'entailment': '0.53', 'neutral': '0.36', 'contradiction': '0.11'}","{'entailment': '0.62', 'neutral': '0.24', 'contradiction': '0.14'}",0.24
