,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
362,Either Greg or Sudeep is a politician,Greg is a politician,0.609,0.311,0.080,entailment,Sudeep is a politician,0.873,0.104,0.023,entailment,0.528,Either Sudeep or Greg is a politician,Greg is a politician,0.836,0.132,0.032,entailment,Sudeep is a politician,0.791,0.163,0.046,entailment,0.090,0.453,0.166,0.618
363,Either Claire or Chen Lang is a producer,Claire is a producer,0.662,0.258,0.080,entailment,Chen Lang is a producer,0.721,0.166,0.113,entailment,0.184,Either Chen Lang or Claire is a producer,Claire is a producer,0.661,0.234,0.105,entailment,Chen Lang is a producer,0.709,0.182,0.108,entailment,0.103,0.050,0.033,0.083
364,Either Ronnie or Marquis is a chef,Ronnie is a chef,0.688,0.201,0.111,entailment,Marquis is a chef,0.819,0.128,0.053,entailment,0.261,Either Marquis or Ronnie is a chef,Ronnie is a chef,0.719,0.160,0.122,entailment,Marquis is a chef,0.775,0.163,0.062,entailment,0.119,0.083,0.087,0.170
365,Either Katie or Li is a professor,Katie is a professor,0.521,0.247,0.232,entailment,Li is a professor,0.507,0.323,0.170,entailment,0.153,Either Li or Katie is a professor,Katie is a professor,0.691,0.178,0.131,entailment,Li is a professor,0.621,0.196,0.183,entailment,0.139,0.340,0.255,0.594
366,Either LeShawn or Terrance is a librarian,LeShawn is a librarian,0.750,0.192,0.058,entailment,Terrance is a librarian,0.865,0.108,0.027,entailment,0.232,Either Terrance or LeShawn is a librarian,LeShawn is a librarian,0.823,0.126,0.052,entailment,Terrance is a librarian,0.901,0.080,0.019,entailment,0.157,0.146,0.072,0.218
367,Either Katie or Chong Ling is a grocer,Katie is a grocer,0.679,0.219,0.102,entailment,Chong Ling is a grocer,0.870,0.090,0.040,entailment,0.382,Either Chong Ling or Katie is a grocer,Katie is a grocer,0.805,0.117,0.079,entailment,Chong Ling is a grocer,0.798,0.134,0.068,entailment,0.035,0.251,0.144,0.395
368,Either Jake or Jesus is a cleaner,Jake is a cleaner,0.439,0.432,0.129,entailment,Jesus is a cleaner,0.138,0.790,0.073,neutral,0.716,Either Jesus or Jake is a cleaner,Jake is a cleaner,0.548,0.359,0.094,entailment,Jesus is a cleaner,0.084,0.822,0.094,neutral,0.928,0.216,0.108,0.325
369,Either Inglethorp or Treyvone is a receptionist,Inglethorp is a receptionist,0.918,0.044,0.038,entailment,Treyvone is a receptionist,0.922,0.055,0.023,entailment,0.030,Either Treyvone or Inglethorp is a receptionist,Inglethorp is a receptionist,0.933,0.042,0.025,entailment,Treyvone is a receptionist,0.909,0.052,0.039,entailment,0.048,0.032,0.032,0.064
370,Either Jack or Gary is a civil,Jack is a civil,0.247,0.644,0.109,neutral,Gary is a civil,0.460,0.448,0.092,entailment,0.426,Either Gary or Jack is a civil,Jack is a civil,0.235,0.640,0.125,neutral,Gary is a civil,0.305,0.582,0.113,neutral,0.140,0.031,0.309,0.340
371,Either Greg or Manuel is a software engineer,Greg is a software engineer,0.381,0.536,0.083,neutral,Manuel is a software engineer,0.690,0.273,0.037,entailment,0.617,Either Manuel or Greg is a software engineer,Greg is a software engineer,0.590,0.347,0.062,entailment,Manuel is a software engineer,0.654,0.296,0.051,entailment,0.127,0.418,0.072,0.490
372,Either LeShawn or Carlos is a housekeeper,LeShawn is a housekeeper,0.798,0.157,0.045,entailment,Carlos is a housekeeper,0.862,0.078,0.060,entailment,0.158,Either Carlos or LeShawn is a housekeeper,LeShawn is a housekeeper,0.783,0.158,0.058,entailment,Carlos is a housekeeper,0.824,0.100,0.076,entailment,0.117,0.030,0.075,0.105
373,Either Greg or Chong Ling is an aeronautical engineer,Greg is an aeronautical engineer,0.308,0.597,0.095,neutral,Chong Ling is an aeronautical engineer,0.724,0.217,0.059,entailment,0.832,Either Chong Ling or Greg is an aeronautical engineer,Greg is an aeronautical engineer,0.498,0.424,0.078,entailment,Chong Ling is an aeronautical engineer,0.604,0.313,0.083,entailment,0.222,0.380,0.240,0.620
374,Either Jake or Chen Lang is a researcher,Jake is a researcher,0.524,0.374,0.102,entailment,Chen Lang is a researcher,0.716,0.232,0.053,entailment,0.383,Either Chen Lang or Jake is a researcher,Jake is a researcher,0.659,0.282,0.059,entailment,Chen Lang is a researcher,0.773,0.195,0.033,entailment,0.227,0.270,0.114,0.384
375,Either Cole or Tanisha is a bartender,Cole is a bartender,0.808,0.134,0.058,entailment,Tanisha is a bartender,0.817,0.157,0.026,entailment,0.063,Either Tanisha or Cole is a bartender,Cole is a bartender,0.848,0.103,0.049,entailment,Tanisha is a bartender,0.810,0.168,0.023,entailment,0.129,0.079,0.022,0.101
376,Either Hunter or Terrance is a poet,Hunter is a poet,0.798,0.144,0.057,entailment,Terrance is a poet,0.812,0.144,0.044,entailment,0.028,Either Terrance or Hunter is a poet,Hunter is a poet,0.826,0.127,0.048,entailment,Terrance is a poet,0.861,0.115,0.024,entailment,0.072,0.054,0.098,0.152
377,Either Essex or Gabriel is a commander,Essex is a commander,0.677,0.181,0.142,entailment,Gabriel is a commander,0.879,0.077,0.045,entailment,0.404,Either Gabriel or Essex is a commander,Essex is a commander,0.727,0.188,0.085,entailment,Gabriel is a commander,0.690,0.187,0.122,entailment,0.074,0.113,0.377,0.490
378,Either Connor or Treyvone is a janitor,Connor is a janitor,0.769,0.202,0.030,entailment,Treyvone is a janitor,0.797,0.157,0.045,entailment,0.089,Either Treyvone or Connor is a janitor,Connor is a janitor,0.730,0.228,0.042,entailment,Treyvone is a janitor,0.817,0.150,0.033,entailment,0.174,0.076,0.040,0.116
379,Either Dustin or Ragesh is a researcher,Dustin is a researcher,0.848,0.114,0.037,entailment,Ragesh is a researcher,0.737,0.227,0.036,entailment,0.226,Either Ragesh or Dustin is a researcher,Dustin is a researcher,0.871,0.094,0.035,entailment,Ragesh is a researcher,0.751,0.214,0.035,entailment,0.240,0.045,0.028,0.073
380,Either Hunter or Jorge is a receptionist,Hunter is a receptionist,0.863,0.105,0.032,entailment,Jorge is a receptionist,0.911,0.049,0.040,entailment,0.111,Either Jorge or Hunter is a receptionist,Hunter is a receptionist,0.791,0.170,0.040,entailment,Jorge is a receptionist,0.961,0.025,0.014,entailment,0.341,0.145,0.100,0.245
381,Either Cadan or Rajeev is a fireman,Cadan is a fireman,0.942,0.050,0.007,entailment,Rajeev is a fireman,0.922,0.066,0.012,entailment,0.040,Either Rajeev or Cadan is a fireman,Cadan is a fireman,0.933,0.062,0.005,entailment,Rajeev is a fireman,0.864,0.118,0.018,entailment,0.137,0.024,0.117,0.140
382,Either Claire or Ming is a singer,Claire is a singer,0.752,0.200,0.048,entailment,Ming is a singer,0.780,0.173,0.047,entailment,0.057,Either Ming or Claire is a singer,Claire is a singer,0.684,0.220,0.096,entailment,Ming is a singer,0.850,0.126,0.024,entailment,0.333,0.136,0.140,0.276
383,Either Carly or Treyvone is a hairdresser,Carly is a hairdresser,0.893,0.072,0.035,entailment,Treyvone is a hairdresser,0.840,0.104,0.056,entailment,0.107,Either Treyvone or Carly is a hairdresser,Carly is a hairdresser,0.936,0.042,0.022,entailment,Treyvone is a hairdresser,0.856,0.097,0.047,entailment,0.158,0.086,0.034,0.120
384,Either Heather or Chen Wu is a CEO,Heather is a CEO,0.507,0.334,0.159,entailment,Chen Wu is a CEO,0.730,0.162,0.107,entailment,0.446,Either Chen Wu or Heather is a CEO,Heather is a CEO,0.642,0.207,0.151,entailment,Chen Wu is a CEO,0.700,0.180,0.121,entailment,0.116,0.269,0.062,0.331
385,Either Greuze or Adrin is an actor,Greuze is an actor,0.832,0.124,0.044,entailment,Adrin is an actor,0.762,0.199,0.039,entailment,0.151,Either Adrin or Greuze is an actor,Greuze is an actor,0.828,0.122,0.050,entailment,Adrin is an actor,0.832,0.139,0.029,entailment,0.044,0.013,0.141,0.154
386,Either Cadan or Gabriel is a mover,Cadan is a mover,0.529,0.424,0.047,entailment,Gabriel is a mover,0.420,0.441,0.139,neutral,0.216,Either Gabriel or Cadan is a mover,Cadan is a mover,0.565,0.403,0.032,entailment,Gabriel is a mover,0.253,0.647,0.100,neutral,0.624,0.072,0.412,0.484
387,Either Prescott or Diamond is a broker,Prescott is a broker,0.828,0.102,0.070,entailment,Diamond is a broker,0.724,0.174,0.103,entailment,0.209,Either Diamond or Prescott is a broker,Prescott is a broker,0.813,0.111,0.076,entailment,Diamond is a broker,0.751,0.163,0.086,entailment,0.124,0.030,0.055,0.085
388,Either Katherine or Adrin is a chess player,Katherine is a chess player,0.801,0.158,0.041,entailment,Adrin is a chess player,0.822,0.130,0.048,entailment,0.056,Either Adrin or Katherine is a chess player,Katherine is a chess player,0.799,0.139,0.062,entailment,Adrin is a chess player,0.881,0.091,0.029,entailment,0.164,0.041,0.118,0.159
389,Either Jake or Anita is a historian,Jake is a historian,0.315,0.372,0.313,neutral,Anita is a historian,0.380,0.512,0.108,neutral,0.409,Either Anita or Jake is a historian,Jake is a historian,0.349,0.368,0.283,neutral,Anita is a historian,0.518,0.374,0.108,entailment,0.350,0.068,0.276,0.344
390,Either Jacob or Jamel is a chess player,Jacob is a chess player,0.770,0.176,0.054,entailment,Jamel is a chess player,0.877,0.087,0.036,entailment,0.213,Either Jamel or Jacob is a chess player,Jacob is a chess player,0.811,0.121,0.068,entailment,Jamel is a chess player,0.942,0.043,0.015,entailment,0.261,0.110,0.129,0.239
391,Either Jacob or Terrance is an opera singer,Jacob is an opera singer,0.503,0.241,0.256,entailment,Terrance is an opera singer,0.662,0.217,0.121,entailment,0.317,Either Terrance or Jacob is an opera singer,Jacob is an opera singer,0.617,0.166,0.217,entailment,Terrance is an opera singer,0.787,0.150,0.063,entailment,0.341,0.227,0.252,0.479
392,Either Scott or Ramon is a fireman,Scott is a fireman,0.673,0.276,0.051,entailment,Ramon is a fireman,0.868,0.117,0.015,entailment,0.390,Either Ramon or Scott is a fireman,Scott is a fireman,0.739,0.214,0.046,entailment,Ramon is a fireman,0.862,0.122,0.015,entailment,0.245,0.133,0.012,0.145
393,Either Abigail or Jorge is a teacher,Abigail is a teacher,0.470,0.483,0.046,neutral,Jorge is a teacher,0.839,0.132,0.029,entailment,0.737,Either Jorge or Abigail is a teacher,Abigail is a teacher,0.638,0.330,0.032,entailment,Jorge is a teacher,0.749,0.208,0.042,entailment,0.244,0.334,0.179,0.514
394,Either Jack or Laquisha is a supervisor,Jack is a supervisor,0.577,0.260,0.162,entailment,Laquisha is a supervisor,0.759,0.190,0.051,entailment,0.363,Either Laquisha or Jack is a supervisor,Jack is a supervisor,0.756,0.162,0.082,entailment,Laquisha is a supervisor,0.660,0.262,0.078,entailment,0.199,0.358,0.196,0.555
395,Either Cody or Wong Chang is a chess player,Cody is a chess player,0.671,0.282,0.047,entailment,Wong Chang is a chess player,0.890,0.079,0.031,entailment,0.438,Either Wong Chang or Cody is a chess player,Cody is a chess player,0.636,0.322,0.042,entailment,Wong Chang is a chess player,0.897,0.083,0.020,entailment,0.522,0.080,0.023,0.103
396,Either Emily or Jamal is a banker,Emily is a banker,0.470,0.399,0.131,entailment,Jamal is a banker,0.805,0.138,0.057,entailment,0.671,Either Jamal or Emily is a banker,Emily is a banker,0.501,0.327,0.172,entailment,Jamal is a banker,0.796,0.155,0.050,entailment,0.590,0.143,0.033,0.177
397,Either Craig or Beyonce is a mechanic,Craig is a mechanic,0.778,0.176,0.046,entailment,Beyonce is a mechanic,0.683,0.241,0.077,entailment,0.190,Either Beyonce or Craig is a mechanic,Craig is a mechanic,0.803,0.152,0.045,entailment,Beyonce is a mechanic,0.811,0.165,0.024,entailment,0.042,0.049,0.257,0.306
398,Either Dylan or Wright is a dealer,Dylan is a dealer,0.727,0.203,0.070,entailment,Wright is a dealer,0.658,0.277,0.065,entailment,0.148,Either Wright or Dylan is a dealer,Dylan is a dealer,0.753,0.180,0.066,entailment,Wright is a dealer,0.733,0.217,0.050,entailment,0.072,0.053,0.151,0.205
399,Either Cody or Adrin is a librarian,Cody is a librarian,0.667,0.273,0.060,entailment,Adrin is a librarian,0.781,0.164,0.055,entailment,0.229,Either Adrin or Cody is a librarian,Cody is a librarian,0.778,0.189,0.033,entailment,Adrin is a librarian,0.792,0.167,0.041,entailment,0.045,0.222,0.028,0.250
400,Either Heather or Chong Ling is a lawyer,Heather is a lawyer,0.810,0.144,0.046,entailment,Chong Ling is a lawyer,0.879,0.087,0.035,entailment,0.138,Either Chong Ling or Heather is a lawyer,Heather is a lawyer,0.773,0.154,0.073,entailment,Chong Ling is a lawyer,0.776,0.166,0.058,entailment,0.030,0.073,0.205,0.278
401,Either Heather or Feng Wu is a doctor,Heather is a doctor,0.473,0.437,0.090,entailment,Feng Wu is a doctor,0.826,0.151,0.023,entailment,0.706,Either Feng Wu or Heather is a doctor,Heather is a doctor,0.684,0.241,0.075,entailment,Feng Wu is a doctor,0.802,0.173,0.026,entailment,0.236,0.421,0.050,0.470
402,Either Greuze or Chong Ling is a soldier,Greuze is a soldier,0.675,0.263,0.062,entailment,Chong Ling is a soldier,0.779,0.189,0.032,entailment,0.209,Either Chong Ling or Greuze is a soldier,Greuze is a soldier,0.709,0.227,0.064,entailment,Chong Ling is a soldier,0.666,0.291,0.043,entailment,0.127,0.072,0.226,0.298
403,Either Hunter or Chan is a photographer,Hunter is a photographer,0.741,0.204,0.054,entailment,Chan is a photographer,0.739,0.182,0.079,entailment,0.050,Either Chan or Hunter is a photographer,Hunter is a photographer,0.700,0.245,0.055,entailment,Chan is a photographer,0.696,0.217,0.087,entailment,0.064,0.083,0.086,0.168
404,Either Jenna or Li is an executive,Jenna is an executive,0.631,0.310,0.059,entailment,Li is an executive,0.535,0.368,0.097,entailment,0.193,Either Li or Jenna is an executive,Jenna is an executive,0.658,0.297,0.046,entailment,Li is an executive,0.530,0.355,0.115,entailment,0.256,0.053,0.037,0.090
405,Either Cody or Raven is a sheriff,Cody is a sheriff,0.567,0.294,0.138,entailment,Raven is a sheriff,0.730,0.200,0.069,entailment,0.326,Either Raven or Cody is a sheriff,Cody is a sheriff,0.744,0.185,0.071,entailment,Raven is a sheriff,0.754,0.185,0.061,entailment,0.020,0.352,0.046,0.399
406,Either Jake or Chin Pang is a pilot,Jake is a pilot,0.319,0.538,0.143,neutral,Chin Pang is a pilot,0.666,0.280,0.054,entailment,0.693,Either Chin Pang or Jake is a pilot,Jake is a pilot,0.394,0.493,0.113,neutral,Chin Pang is a pilot,0.602,0.319,0.079,entailment,0.415,0.150,0.128,0.278
407,Either Cadan or Trevon is an attourney,Cadan is an attourney,0.757,0.184,0.059,entailment,Trevon is an attourney,0.618,0.295,0.087,entailment,0.278,Either Trevon or Cadan is an attourney,Cadan is an attourney,0.702,0.231,0.066,entailment,Trevon is an attourney,0.680,0.252,0.068,entailment,0.045,0.109,0.124,0.234
408,Either Greg or Chin Pang is a builder,Greg is a builder,0.566,0.396,0.037,entailment,Chin Pang is a builder,0.921,0.071,0.008,entailment,0.710,Either Chin Pang or Greg is a builder,Greg is a builder,0.785,0.184,0.030,entailment,Chin Pang is a builder,0.851,0.130,0.019,entailment,0.131,0.438,0.140,0.578
409,Either Abigail or Kia is a grocer,Abigail is a grocer,0.787,0.166,0.046,entailment,Kia is a grocer,0.899,0.075,0.026,entailment,0.224,Either Kia or Abigail is a grocer,Abigail is a grocer,0.890,0.087,0.024,entailment,Kia is a grocer,0.870,0.093,0.037,entailment,0.039,0.205,0.058,0.263
410,Either Greuze or Tyrone is an editor,Greuze is an editor,0.825,0.090,0.085,entailment,Tyrone is an editor,0.768,0.172,0.059,entailment,0.164,Either Tyrone or Greuze is an editor,Greuze is an editor,0.654,0.141,0.206,entailment,Tyrone is an editor,0.826,0.126,0.048,entailment,0.344,0.342,0.115,0.457
411,Either Emily or Chang is a doctor,Emily is a doctor,0.184,0.677,0.138,neutral,Chang is a doctor,0.530,0.357,0.112,entailment,0.693,Either Chang or Emily is a doctor,Emily is a doctor,0.364,0.509,0.127,neutral,Chang is a doctor,0.524,0.322,0.154,entailment,0.375,0.359,0.083,0.441
412,Either Jenna or Jose is a mover,Jenna is a mover,0.208,0.640,0.152,neutral,Jose is a mover,0.449,0.439,0.112,entailment,0.482,Either Jose or Jenna is a mover,Jenna is a mover,0.208,0.574,0.218,neutral,Jose is a mover,0.183,0.671,0.146,neutral,0.196,0.134,0.532,0.666
413,Either Molly or Silas is a handyman,Molly is a handyman,0.747,0.227,0.026,entailment,Silas is a handyman,0.606,0.320,0.075,entailment,0.282,Either Silas or Molly is a handyman,Molly is a handyman,0.781,0.192,0.026,entailment,Silas is a handyman,0.680,0.267,0.054,entailment,0.203,0.070,0.148,0.218
414,Either Dylan or Chen Wu is a mechanic,Dylan is a mechanic,0.717,0.226,0.057,entailment,Chen Wu is a mechanic,0.855,0.117,0.028,entailment,0.276,Either Chen Wu or Dylan is a mechanic,Dylan is a mechanic,0.666,0.251,0.083,entailment,Chen Wu is a mechanic,0.803,0.167,0.030,entailment,0.274,0.103,0.105,0.208
415,Either Cadan or Ragesh is a commander,Cadan is a commander,0.923,0.061,0.017,entailment,Ragesh is a commander,0.830,0.123,0.047,entailment,0.186,Either Ragesh or Cadan is a commander,Cadan is a commander,0.904,0.080,0.017,entailment,Ragesh is a commander,0.822,0.123,0.054,entailment,0.163,0.038,0.015,0.053
416,Either Hunter or Chen is a handball player,Hunter is a handball player,0.889,0.087,0.024,entailment,Chen is a handball player,0.834,0.105,0.062,entailment,0.110,Either Chen or Hunter is a handball player,Hunter is a handball player,0.896,0.079,0.025,entailment,Chen is a handball player,0.912,0.059,0.029,entailment,0.039,0.017,0.157,0.174
417,Either Amy or Raja is an attendant,Amy is an attendant,0.550,0.285,0.165,entailment,Raja is an attendant,0.669,0.249,0.082,entailment,0.239,Either Raja or Amy is an attendant,Amy is an attendant,0.539,0.301,0.160,entailment,Raja is an attendant,0.736,0.202,0.062,entailment,0.394,0.031,0.133,0.165
418,Either Scott or Jamal is a police officer,Scott is a police officer,0.774,0.173,0.052,entailment,Jamal is a police officer,0.731,0.206,0.063,entailment,0.085,Either Jamal or Scott is a police officer,Scott is a police officer,0.698,0.204,0.098,entailment,Jamal is a police officer,0.860,0.116,0.024,entailment,0.323,0.152,0.257,0.409
419,Either Amy or Ramon is a construction worker,Amy is a construction worker,0.823,0.141,0.036,entailment,Ramon is a construction worker,0.943,0.048,0.009,entailment,0.241,Either Ramon or Amy is a construction worker,Amy is a construction worker,0.887,0.080,0.034,entailment,Ramon is a construction worker,0.968,0.028,0.005,entailment,0.162,0.128,0.049,0.176
