,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
332,Neither Craig or Maya is a chess player,Craig is not a chess player,0.833,0.116,0.051,entailment,Maya is not a chess player,0.851,0.093,0.056,entailment,0.045,Neither Maya or Craig is a chess player,Craig is not a chess player,0.790,0.112,0.099,entailment,Maya is not a chess player,0.900,0.067,0.033,entailment,0.221,0.096,0.098,0.194
333,Neither Brown or Kia is a realtor,Brown is not a realtor,0.794,0.080,0.126,entailment,Kia is not a realtor,0.461,0.080,0.459,entailment,0.666,Neither Kia or Brown is a realtor,Brown is not a realtor,0.718,0.097,0.185,entailment,Kia is not a realtor,0.630,0.086,0.284,entailment,0.196,0.153,0.351,0.504
334,Neither Scott or Raja is an inspector,Scott is not an inspector,0.886,0.085,0.028,entailment,Raja is not an inspector,0.716,0.150,0.134,entailment,0.342,Neither Raja or Scott is an inspector,Scott is not an inspector,0.847,0.101,0.052,entailment,Raja is not an inspector,0.752,0.169,0.079,entailment,0.191,0.078,0.111,0.189
335,Neither Essex or Ming is a janitor,Essex is not a janitor,0.874,0.098,0.028,entailment,Ming is not a janitor,0.721,0.123,0.155,entailment,0.305,Neither Ming or Essex is a janitor,Essex is not a janitor,0.832,0.099,0.070,entailment,Ming is not a janitor,0.801,0.107,0.092,entailment,0.062,0.084,0.159,0.243
336,Neither Brown or Gary is a journalist,Brown is not a journalist,0.840,0.108,0.052,entailment,Gary is not a journalist,0.784,0.110,0.106,entailment,0.112,Neither Gary or Brown is a journalist,Brown is not a journalist,0.783,0.141,0.076,entailment,Gary is not a journalist,0.867,0.098,0.035,entailment,0.168,0.114,0.165,0.280
337,Neither Jenna or Maya is a cook,Jenna is not a cook,0.879,0.093,0.028,entailment,Maya is not a cook,0.852,0.109,0.039,entailment,0.055,Neither Maya or Jenna is a cook,Jenna is not a cook,0.825,0.107,0.068,entailment,Maya is not a cook,0.877,0.090,0.033,entailment,0.103,0.107,0.050,0.158
338,Neither Claire or Jamal is an engineer,Claire is not an engineer,0.859,0.107,0.034,entailment,Jamal is not an engineer,0.839,0.087,0.074,entailment,0.081,Neither Jamal or Claire is an engineer,Claire is not an engineer,0.820,0.120,0.060,entailment,Jamal is not an engineer,0.880,0.096,0.024,entailment,0.121,0.079,0.101,0.180
339,Neither Claire or Chen is an assistant,Claire is not an assistant,0.858,0.090,0.052,entailment,Chen is not an assistant,0.776,0.113,0.112,entailment,0.164,Neither Chen or Claire is an assistant,Claire is not an assistant,0.842,0.094,0.065,entailment,Chen is not an assistant,0.829,0.100,0.071,entailment,0.025,0.033,0.106,0.139
340,Neither Jake or Kwame is a guitarist,Jake is not a guitarist,0.855,0.108,0.037,entailment,Kwame is not a guitarist,0.839,0.093,0.068,entailment,0.061,Neither Kwame or Jake is a guitarist,Jake is not a guitarist,0.821,0.108,0.072,entailment,Kwame is not a guitarist,0.877,0.088,0.035,entailment,0.113,0.069,0.075,0.144
341,Neither Abigail or Chin Pang is a dentist,Abigail is not a dentist,0.839,0.121,0.040,entailment,Chin Pang is not a dentist,0.696,0.073,0.231,entailment,0.381,Neither Chin Pang or Abigail is a dentist,Abigail is not a dentist,0.770,0.104,0.127,entailment,Chin Pang is not a dentist,0.837,0.081,0.082,entailment,0.135,0.173,0.298,0.471
342,Neither Jack or Ramirez is a landlord,Jack is not a landlord,0.906,0.077,0.017,entailment,Ramirez is not a landlord,0.828,0.126,0.046,entailment,0.157,Neither Ramirez or Jack is a landlord,Jack is not a landlord,0.842,0.110,0.048,entailment,Ramirez is not a landlord,0.886,0.091,0.024,entailment,0.088,0.129,0.116,0.245
343,Neither Cole or Chen Wee is a swimmer,Cole is not a swimmer,0.866,0.109,0.025,entailment,Chen Wee is not a swimmer,0.862,0.084,0.053,entailment,0.058,Neither Chen Wee or Cole is a swimmer,Cole is not a swimmer,0.841,0.110,0.050,entailment,Chen Wee is not a swimmer,0.876,0.078,0.046,entailment,0.071,0.051,0.028,0.079
344,Neither Jacob or Chong Ling is a judge,Jacob is not a judge,0.872,0.101,0.027,entailment,Chong Ling is not a judge,0.786,0.112,0.101,entailment,0.171,Neither Chong Ling or Jacob is a judge,Jacob is not a judge,0.818,0.103,0.079,entailment,Chong Ling is not a judge,0.832,0.097,0.071,entailment,0.028,0.108,0.092,0.199
345,Neither Brown or Wang is a chef,Brown is not a chef,0.820,0.083,0.097,entailment,Wang is not a chef,0.826,0.076,0.098,entailment,0.014,Neither Wang or Brown is a chef,Brown is not a chef,0.774,0.096,0.129,entailment,Wang is not a chef,0.846,0.082,0.072,entailment,0.143,0.091,0.051,0.142
346,Neither Hunter or Won Lee is a landlord,Hunter is not a landlord,0.876,0.107,0.017,entailment,Won Lee is not a landlord,0.868,0.089,0.044,entailment,0.054,Neither Won Lee or Hunter is a landlord,Hunter is not a landlord,0.816,0.131,0.053,entailment,Won Lee is not a landlord,0.900,0.074,0.026,entailment,0.167,0.120,0.065,0.184
347,Neither Connor or Kia is a magician,Connor is not a magician,0.790,0.179,0.030,entailment,Kia is not a magician,0.698,0.177,0.125,entailment,0.189,Neither Kia or Connor is a magician,Connor is not a magician,0.745,0.206,0.048,entailment,Kia is not a magician,0.782,0.159,0.060,entailment,0.096,0.091,0.167,0.257
348,Neither Jenna or Juan is a physicist,Jenna is not a physicist,0.864,0.092,0.045,entailment,Juan is not a physicist,0.717,0.131,0.152,entailment,0.294,Neither Juan or Jenna is a physicist,Jenna is not a physicist,0.791,0.112,0.097,entailment,Juan is not a physicist,0.864,0.095,0.041,entailment,0.145,0.145,0.294,0.440
349,Neither Jenna or Gabriel is an assistant,Jenna is not an assistant,0.847,0.090,0.063,entailment,Gabriel is not an assistant,0.781,0.106,0.113,entailment,0.133,Neither Gabriel or Jenna is an assistant,Jenna is not an assistant,0.738,0.110,0.152,entailment,Gabriel is not an assistant,0.887,0.074,0.039,entailment,0.298,0.219,0.212,0.431
350,Neither Katherine or Chong Ling is a detective,Katherine is not a detective,0.826,0.158,0.016,entailment,Chong Ling is not a detective,0.808,0.153,0.039,entailment,0.047,Neither Chong Ling or Katherine is a detective,Katherine is not a detective,0.848,0.118,0.035,entailment,Chong Ling is not a detective,0.842,0.123,0.035,entailment,0.011,0.080,0.069,0.149
351,Neither Jake or Kia is a scientist,Jake is not a scientist,0.853,0.113,0.034,entailment,Kia is not a scientist,0.711,0.135,0.154,entailment,0.284,Neither Kia or Jake is a scientist,Jake is not a scientist,0.816,0.125,0.059,entailment,Kia is not a scientist,0.798,0.130,0.072,entailment,0.036,0.074,0.173,0.247
352,Neither Heather or Nina is a comedian,Heather is not a comedian,0.868,0.092,0.040,entailment,Nina is not a comedian,0.779,0.105,0.117,entailment,0.179,Neither Nina or Heather is a comedian,Heather is not a comedian,0.818,0.123,0.058,entailment,Nina is not a comedian,0.795,0.126,0.079,entailment,0.047,0.099,0.075,0.175
353,Neither Brown or Gabriel is a comedian,Brown is not a comedian,0.826,0.107,0.067,entailment,Gabriel is not a comedian,0.864,0.080,0.056,entailment,0.075,Neither Gabriel or Brown is a comedian,Brown is not a comedian,0.777,0.126,0.097,entailment,Gabriel is not a comedian,0.887,0.084,0.029,entailment,0.219,0.099,0.052,0.152
354,Neither Connor or Laquan is an entrepreneur,Connor is not an entrepreneur,0.830,0.120,0.050,entailment,Laquan is not an entrepreneur,0.805,0.110,0.085,entailment,0.071,Neither Laquan or Connor is an entrepreneur,Connor is not an entrepreneur,0.810,0.134,0.056,entailment,Laquan is not an entrepreneur,0.831,0.108,0.061,entailment,0.052,0.041,0.052,0.092
355,Neither Emily or Raven is a security guard,Emily is not a security guard,0.924,0.058,0.018,entailment,Raven is not a security guard,0.825,0.082,0.093,entailment,0.197,Neither Raven or Emily is a security guard,Emily is not a security guard,0.853,0.070,0.076,entailment,Raven is not a security guard,0.920,0.057,0.023,entailment,0.134,0.141,0.190,0.331
356,Neither Greuze or Ming is a cashier,Greuze is not a cashier,0.829,0.081,0.090,entailment,Ming is not a cashier,0.790,0.087,0.122,entailment,0.077,Neither Ming or Greuze is a cashier,Greuze is not a cashier,0.807,0.067,0.126,entailment,Ming is not a cashier,0.816,0.092,0.091,entailment,0.070,0.073,0.062,0.135
357,Neither Brown or Raja is an agent,Brown is not an agent,0.838,0.091,0.070,entailment,Raja is not an agent,0.668,0.121,0.211,entailment,0.340,Neither Raja or Brown is an agent,Brown is not an agent,0.775,0.113,0.112,entailment,Raja is not an agent,0.791,0.132,0.077,entailment,0.070,0.127,0.268,0.395
358,Neither Connor or Chan is an aeronautical engineer,Connor is not an aeronautical engineer,0.841,0.125,0.034,entailment,Chan is not an aeronautical engineer,0.817,0.127,0.056,entailment,0.048,Neither Chan or Connor is an aeronautical engineer,Connor is not an aeronautical engineer,0.803,0.144,0.053,entailment,Chan is not an aeronautical engineer,0.831,0.111,0.058,entailment,0.065,0.075,0.032,0.107
359,Neither Brown or Beyonce is a butler,Brown is not a butler,0.750,0.181,0.069,entailment,Beyonce is not a butler,0.780,0.141,0.079,entailment,0.080,Neither Beyonce or Brown is a butler,Brown is not a butler,0.646,0.230,0.125,entailment,Beyonce is not a butler,0.823,0.126,0.051,entailment,0.355,0.209,0.087,0.296
360,Neither Scott or Adrin is a mathematician,Scott is not a mathematician,0.864,0.105,0.031,entailment,Adrin is not a mathematician,0.762,0.170,0.068,entailment,0.204,Neither Adrin or Scott is a mathematician,Scott is not a mathematician,0.836,0.112,0.052,entailment,Adrin is not a mathematician,0.822,0.141,0.037,entailment,0.058,0.055,0.120,0.175
361,Neither Essex or Tanisha is a realtor,Essex is not a realtor,0.878,0.074,0.049,entailment,Tanisha is not a realtor,0.591,0.063,0.345,entailment,0.594,Neither Tanisha or Essex is a realtor,Essex is not a realtor,0.833,0.081,0.086,entailment,Tanisha is not a realtor,0.714,0.073,0.212,entailment,0.254,0.089,0.266,0.355
362,Neither Greg or Sudeep is a politician,Greg is not a politician,0.907,0.080,0.013,entailment,Sudeep is not a politician,0.900,0.058,0.042,entailment,0.058,Neither Sudeep or Greg is a politician,Greg is not a politician,0.877,0.087,0.035,entailment,Sudeep is not a politician,0.929,0.048,0.024,entailment,0.102,0.058,0.057,0.116
363,Neither Claire or Chen Lang is a producer,Claire is not a producer,0.914,0.060,0.026,entailment,Chen Lang is not a producer,0.850,0.063,0.086,entailment,0.128,Neither Chen Lang or Claire is a producer,Claire is not a producer,0.868,0.072,0.061,entailment,Chen Lang is not a producer,0.896,0.057,0.047,entailment,0.057,0.094,0.092,0.185
364,Neither Ronnie or Marquis is a chef,Ronnie is not a chef,0.876,0.073,0.052,entailment,Marquis is not a chef,0.826,0.087,0.087,entailment,0.099,Neither Marquis or Ronnie is a chef,Ronnie is not a chef,0.875,0.064,0.061,entailment,Marquis is not a chef,0.862,0.092,0.046,entailment,0.057,0.018,0.083,0.101
365,Neither Katie or Li is a professor,Katie is not a professor,0.852,0.084,0.064,entailment,Li is not a professor,0.731,0.131,0.138,entailment,0.241,Neither Li or Katie is a professor,Katie is not a professor,0.834,0.078,0.088,entailment,Li is not a professor,0.852,0.084,0.065,entailment,0.046,0.046,0.241,0.287
366,Neither LeShawn or Terrance is a librarian,LeShawn is not a librarian,0.823,0.086,0.091,entailment,Terrance is not a librarian,0.792,0.122,0.086,entailment,0.072,Neither Terrance or LeShawn is a librarian,LeShawn is not a librarian,0.744,0.107,0.149,entailment,Terrance is not a librarian,0.839,0.105,0.056,entailment,0.190,0.159,0.095,0.253
367,Neither Katie or Chong Ling is a grocer,Katie is not a grocer,0.868,0.114,0.019,entailment,Chong Ling is not a grocer,0.854,0.102,0.044,entailment,0.051,Neither Chong Ling or Katie is a grocer,Katie is not a grocer,0.871,0.093,0.035,entailment,Chong Ling is not a grocer,0.893,0.083,0.023,entailment,0.044,0.040,0.078,0.118
368,Neither Jake or Jesus is a cleaner,Jake is not a cleaner,0.913,0.064,0.023,entailment,Jesus is not a cleaner,0.851,0.092,0.057,entailment,0.123,Neither Jesus or Jake is a cleaner,Jake is not a cleaner,0.888,0.068,0.044,entailment,Jesus is not a cleaner,0.873,0.102,0.025,entailment,0.068,0.049,0.063,0.112
369,Neither Inglethorp or Treyvone is a receptionist,Inglethorp is not a receptionist,0.861,0.060,0.079,entailment,Treyvone is not a receptionist,0.836,0.046,0.117,entailment,0.077,Neither Treyvone or Inglethorp is a receptionist,Inglethorp is not a receptionist,0.804,0.059,0.137,entailment,Treyvone is not a receptionist,0.915,0.047,0.037,entailment,0.224,0.117,0.160,0.277
370,Neither Jack or Gary is a civil,Jack is not a civil,0.840,0.112,0.049,entailment,Gary is not a civil,0.757,0.153,0.091,entailment,0.166,Neither Gary or Jack is a civil,Jack is not a civil,0.645,0.258,0.097,entailment,Gary is not a civil,0.852,0.117,0.031,entailment,0.416,0.390,0.191,0.581
371,Neither Greg or Manuel is a software engineer,Greg is not a software engineer,0.817,0.120,0.063,entailment,Manuel is not a software engineer,0.780,0.114,0.106,entailment,0.086,Neither Manuel or Greg is a software engineer,Greg is not a software engineer,0.739,0.131,0.131,entailment,Manuel is not a software engineer,0.829,0.109,0.062,entailment,0.181,0.157,0.098,0.254
372,Neither LeShawn or Carlos is a housekeeper,LeShawn is not a housekeeper,0.873,0.087,0.040,entailment,Carlos is not a housekeeper,0.856,0.107,0.038,entailment,0.039,Neither Carlos or LeShawn is a housekeeper,LeShawn is not a housekeeper,0.837,0.104,0.059,entailment,Carlos is not a housekeeper,0.835,0.126,0.039,entailment,0.044,0.071,0.041,0.112
373,Neither Greg or Chong Ling is an aeronautical engineer,Greg is not an aeronautical engineer,0.847,0.113,0.040,entailment,Chong Ling is not an aeronautical engineer,0.841,0.100,0.059,entailment,0.037,Neither Chong Ling or Greg is an aeronautical engineer,Greg is not an aeronautical engineer,0.808,0.117,0.075,entailment,Chong Ling is not an aeronautical engineer,0.840,0.092,0.067,entailment,0.064,0.078,0.017,0.094
374,Neither Jake or Chen Lang is a researcher,Jake is not a researcher,0.853,0.097,0.050,entailment,Chen Lang is not a researcher,0.787,0.100,0.113,entailment,0.133,Neither Chen Lang or Jake is a researcher,Jake is not a researcher,0.752,0.111,0.138,entailment,Chen Lang is not a researcher,0.811,0.089,0.101,entailment,0.118,0.204,0.048,0.251
375,Neither Cole or Tanisha is a bartender,Cole is not a bartender,0.890,0.082,0.028,entailment,Tanisha is not a bartender,0.712,0.097,0.190,entailment,0.355,Neither Tanisha or Cole is a bartender,Cole is not a bartender,0.826,0.101,0.073,entailment,Tanisha is not a bartender,0.823,0.093,0.084,entailment,0.022,0.128,0.221,0.349
376,Neither Hunter or Terrance is a poet,Hunter is not a poet,0.847,0.099,0.054,entailment,Terrance is not a poet,0.781,0.133,0.087,entailment,0.133,Neither Terrance or Hunter is a poet,Hunter is not a poet,0.807,0.113,0.080,entailment,Terrance is not a poet,0.795,0.142,0.064,entailment,0.058,0.079,0.045,0.125
377,Neither Essex or Gabriel is a commander,Essex is not a commander,0.890,0.080,0.030,entailment,Gabriel is not a commander,0.856,0.073,0.070,entailment,0.081,Neither Gabriel or Essex is a commander,Essex is not a commander,0.871,0.081,0.048,entailment,Gabriel is not a commander,0.902,0.072,0.025,entailment,0.062,0.038,0.092,0.129
378,Neither Connor or Treyvone is a janitor,Connor is not a janitor,0.891,0.085,0.024,entailment,Treyvone is not a janitor,0.881,0.084,0.035,entailment,0.022,Neither Treyvone or Connor is a janitor,Connor is not a janitor,0.844,0.099,0.057,entailment,Treyvone is not a janitor,0.914,0.063,0.023,entailment,0.139,0.093,0.064,0.157
379,Neither Dustin or Ragesh is a researcher,Dustin is not a researcher,0.860,0.080,0.060,entailment,Ragesh is not a researcher,0.751,0.094,0.156,entailment,0.219,Neither Ragesh or Dustin is a researcher,Dustin is not a researcher,0.864,0.079,0.058,entailment,Ragesh is not a researcher,0.798,0.094,0.108,entailment,0.131,0.007,0.096,0.103
380,Neither Hunter or Jorge is a receptionist,Hunter is not a receptionist,0.901,0.064,0.034,entailment,Jorge is not a receptionist,0.837,0.064,0.099,entailment,0.129,Neither Jorge or Hunter is a receptionist,Hunter is not a receptionist,0.823,0.095,0.082,entailment,Jorge is not a receptionist,0.896,0.059,0.045,entailment,0.145,0.156,0.117,0.273
381,Neither Cadan or Rajeev is a fireman,Cadan is not a fireman,0.823,0.095,0.082,entailment,Rajeev is not a fireman,0.831,0.082,0.087,entailment,0.027,Neither Rajeev or Cadan is a fireman,Cadan is not a fireman,0.808,0.104,0.088,entailment,Rajeev is not a fireman,0.836,0.097,0.067,entailment,0.057,0.030,0.040,0.070
382,Neither Claire or Ming is a singer,Claire is not a singer,0.886,0.069,0.044,entailment,Ming is not a singer,0.794,0.095,0.110,entailment,0.184,Neither Ming or Claire is a singer,Claire is not a singer,0.870,0.076,0.054,entailment,Ming is not a singer,0.845,0.089,0.066,entailment,0.051,0.032,0.100,0.132
383,Neither Carly or Treyvone is a hairdresser,Carly is not a hairdresser,0.871,0.088,0.040,entailment,Treyvone is not a hairdresser,0.842,0.070,0.088,entailment,0.095,Neither Treyvone or Carly is a hairdresser,Carly is not a hairdresser,0.802,0.081,0.117,entailment,Treyvone is not a hairdresser,0.880,0.055,0.066,entailment,0.156,0.153,0.075,0.228
